Značka,Model,Objem (l),Rok,Najeté km,Cena,Palivo,Převodovka,Výkon (kW)
Mazda,3,2.0,2015,94905,280000,benzín,manual,88
Mazda,CX-3,2.0,2016,157648,324000,benzín,automat,110
Mazda,323,1.8,2000,117693,49000,benzín,manual,84
Mazda,3,1.6,2011,181551,100000,nafta,manual,85
Mazda,5,1.6,2012,289808,80000,nafta,manual,85
Mazda,3,1.5,2014,184434,165000,benzín,manual,74
Mazda,5,2.0,2010,157150,125000,nafta,manual,81
Mazda,6,2.0,2010,139782,179000,benzín,manual,114
Mazda,CX-5,2.0,2018,107435,410000,benzín,manual,121
Mazda,5,1.8,2009,182637,110000,benzín,manual,85
Mazda,CX-3,2.0,2015,38293,300000,benzín,manual,110
Mazda,3,1.6,2011,209825,109000,nafta,manual,80
Mazda,6,2.0,2007,244347,50000,nafta,manual,105
Mazda,2,1.5,2016,74281,200000,benzín,manual,55
Mazda,MPV,2.0,2003,145077,89000,nafta,manual,100
Mazda,6,2.0,2008,192272,100000,nafta,manual,103
Mazda,MPV,2.0,2002,274832,50000,nafta,manual,100
Mazda,MX,1.8,2015,30635,300000,benzín,manual,93
Mercedes-Benz,Třída,2.2,2016,245854,330000,nafta,automat,150
Mercedes-Benz,Třída,2.2,2011,199595,252000,nafta,automat,125
Mercedes-Benz,Vito,2.2,2020,155504,405400,nafta,manual,100
Mercedes-Benz,Třída,4.0,2010,219907,310000,nafta,automat,225
Mercedes-Benz,Třída,1.6,2015,126870,405000,nafta,automat,100
Mercedes-Benz,Třída,1.5,2014,258777,150000,nafta,manual,80
Mercedes-Benz,Třída,2.2,2011,173714,223000,nafta,manual,125
Mercedes-Benz,Třída,1.5,2013,181764,249000,nafta,manual,80
Mercedes-Benz,Sprinter,2.2,2009,273790,270000,nafta,manual,80
Mercedes-Benz,CLA,2.0,2015,107335,415000,benzín,automat,155
Mercedes-Benz,Třída,3.0,2008,173039,238000,nafta,automat,165
Mercedes-Benz,Třída,2.2,2012,186600,280000,nafta,manual,150
Mercedes-Benz,Třída,1.6,2013,133250,290000,benzín,manual,90
Mercedes-Benz,Třída,3.0,2011,158079,345000,nafta,automat,170
Mercedes-Benz,Třída,2.2,2010,276339,150000,nafta,manual,100
Mercedes-Benz,Třída,2.2,2017,207159,415000,nafta,automat,125
Mercedes-Benz,Třída,3.0,2011,204539,290000,nafta,automat,195
Mercedes-Benz,Třída,1.8,2013,95512,310000,nafta,automat,80
Mercedes-Benz,GLK,2.2,2013,181389,400000,benzín,automat,125
Mercedes-Benz,Vito,2.2,2018,182949,369100,nafta,automat,100
Mercedes-Benz,Třída,1.7,2005,137892,85000,benzín,manual,85
Mercedes-Benz,Třída,3.2,2005,189823,135000,LPG + benzín,automat,165
Mercedes-Benz,Třída,2.2,2010,240957,220000,nafta,automat,125
Mercedes-Benz,Třída,2.2,2011,195497,200000,nafta,automat,125
Mercedes-Benz,Třída,3.0,2009,197792,280000,nafta,automat,165
Mercedes-Benz,Třída,2.2,2009,220626,199000,nafta,manual,150
Mercedes-Benz,Třída,2.2,2014,181000,219000,nafta,manual,125
Mercedes-Benz,GLA,2.2,2016,56123,479000,nafta,automat,130
Mercedes-Benz,GL,3.0,2008,165883,350000,nafta,automat,165
Mercedes-Benz,Třída,3.0,2008,195974,193000,nafta,automat,165
Mercedes-Benz,Třída,1.8,2012,183147,193000,benzín,manual,115
Mercedes-Benz,Třída,3.0,2006,171680,220000,nafta,automat,140
Mercedes-Benz,GL,3.0,2009,132621,375000,nafta,automat,165
Mercedes-Benz,CLA,1.6,2016,74300,390000,benzín,automat,90
Mercedes-Benz,GLK,3.0,2009,69030,345000,nafta,automat,165
Mercedes-Benz,Třída,3.0,2009,195194,220000,nafta,automat,170
Mercedes-Benz,Třída,1.6,2018,135915,280000,benzín,manual,75
Mercedes-Benz,GLK,3.0,2011,165005,355000,nafta,automat,170
Mercedes-Benz,Třída,1.5,2010,132770,130000,benzín,manual,70
Mercedes-Benz,Třída,2.2,2010,257999,125000,nafta,manual,125
Mercedes-Benz,Vito,1.6,2016,178212,280000,nafta,manual,84
Mercedes-Benz,Třída,2.0,2006,173235,59000,benzín,manual,80
Mercedes-Benz,CLK,1.8,2008,175817,150000,benzín,automat,135
Mercedes-Benz,Třída,1.8,2011,152184,240000,benzín,manual,135
Mercedes-Benz,Třída,1.8,2007,189908,140000,benzín,manual,115
Mercedes-Benz,Třída,1.5,2009,133851,120000,benzín,manual,70
Mercedes-Benz,Třída,1.3,2019,25659,460000,benzín,manual,80
Mercedes-Benz,Třída,2.2,2016,119755,475000,nafta,automat,125
Mercedes-Benz,GLK,2.2,2009,229589,150000,nafta,automat,125
Mercedes-Benz,Vito,1.6,2017,145121,339700,nafta,manual,84
Mercedes-Benz,Třída,2.2,2008,170495,83500,nafta,automat,100
Mercedes-Benz,Třída,2.0,2009,185053,115000,nafta,manual,80
Mercedes-Benz,Třída,3.0,2014,170414,435000,nafta,automat,190
Mercedes-Benz,Třída,350.0,2009,178290,245000,benzín,automat,215
Mercedes-Benz,Třída,1.8,2004,236411,65000,benzín,manual,120
Mercedes-Benz,Třída,3.2,2006,211480,209000,nafta,automat,165
Mercedes-Benz,CLK,2.6,2002,206577,85000,benzín,manual,125
Mercedes-Benz,CLK,2.3,1999,167357,60000,benzín,automat,142
Mercedes-Benz,CLC,1.8,2009,136371,160000,benzín,manual,135
Mercedes-Benz,Třída,1.7,2008,144137,120000,benzín,manual,85
Mercedes-Benz,Třída,1.5,2008,114238,110000,benzín,manual,70
Mercedes-Benz,CLA,2.2,2016,179556,395000,nafta,automat,130
Mercedes-Benz,Třída,2.0,2011,151872,175000,nafta,manual,80
Mercedes-Benz,CLK,1.8,2008,151764,169000,benzín,automat,135
Mercedes-Benz,Třída,2.2,2011,301729,130000,nafta,automat,125
Mercedes-Benz,Třída,1.5,2019,150221,299000,nafta,automat,80
Mercedes-Benz,GLA,2.2,2014,257093,265000,nafta,automat,100
Mercedes-Benz,Vito,2.2,2020,143958,453800,nafta,manual,120
Mercedes-Benz,Třída,1.6,2018,102559,260000,nafta,manual,66
Mercedes-Benz,Třída,2.2,2009,248529,130000,nafta,manual,100
Mercedes-Benz,CLA,2.2,2017,242145,300000,nafta,automat,100
Mercedes-Benz,Třída,1.6,2016,112501,330000,benzín,manual,90
Audi,A4,2.0,2014,228428,265000,nafta,manual,130
Audi,A4,2.0,2012,193596,260000,nafta,manual,130
Audi,A4,2.0,2015,190680,335000,nafta,automat,140
Audi,A3,1.6,2017,132639,300000,nafta,manual,81
Audi,A3,2.0,2008,135188,185000,nafta,manual,125
Audi,A4,3.0,2016,186882,430000,nafta,automat,200
Audi,A6,3.0,2013,170923,415000,nafta,automat,180
Audi,A4,2.0,2017,163486,415000,nafta,automat,110
Audi,A6,3.0,2016,219156,435000,nafta,automat,160
Audi,A4,2.0,2013,193729,289000,nafta,automat,130
Audi,A3,2.0,2016,132732,330000,nafta,manual,110
Audi,A4,2.0,2015,188633,340000,nafta,automat,140
Audi,A3,1.4,2015,131044,345000,benzín,automat,110
Audi,Q5,3.0,2013,197189,350000,nafta,automat,180
Audi,A4,2.0,2014,196451,310000,nafta,automat,130
Audi,A4,2.0,2019,145680,409000,CNG + benzín,automat,125
Audi,A3,2.0,2013,187974,280000,nafta,manual,110
Audi,A3,1.2,2012,110481,172000,benzín,manual,77
Audi,A6,3.0,2012,189479,350000,nafta,automat,180
Audi,A4,2.0,2011,103841,299000,nafta,manual,125
Audi,A6,3.0,2013,210190,340000,nafta,automat,180
Audi,Q5,3.0,2015,168172,430000,benzín,automat,200
Audi,A6,2.8,2013,195292,329000,benzín,automat,150
Audi,A3,1.4,2015,148439,290000,benzín,manual,110
Audi,A6,3.0,2014,244981,250000,nafta,automat,150
Audi,A4,2.0,2016,190434,385000,nafta,automat,140
Audi,A1,1.4,2014,136349,250000,benzín,automat,136
Audi,A4,2.0,2017,184758,385000,nafta,automat,140
Audi,A4,2.0,2013,66489,347000,nafta,manual,110
Audi,A3,2.0,2014,149313,330000,nafta,automat,135
Audi,A3,2.0,2016,171215,346000,nafta,manual,110
Audi,Q5,2.0,2015,164391,385000,nafta,manual,140
Audi,A3,2.0,2013,183451,260000,nafta,automat,135
Audi,A3,1.4,2013,107850,280000,benzín,manual,90
Audi,Q7,4.2,2007,122464,330000,benzín,automat,257
Audi,A5,3.0,2012,218376,280000,nafta,automat,180
Audi,A3,1.4,2009,115079,155000,benzín,manual,92
Audi,A4,2.0,2016,185687,399000,nafta,automat,140
Audi,A6,2.7,2010,234511,160000,nafta,automat,140
Audi,A4,3.0,2013,177042,375000,benzín,automat,200
Audi,A4,1.4,2016,92368,365000,benzín,manual,110
Audi,Q7,3.0,2008,197167,250000,nafta,automat,176
Audi,A4,2.0,2016,197450,320000,nafta,manual,140
Audi,Q5,2.0,2015,133806,457000,nafta,automat,140
Audi,A4,1.8,2009,219785,94000,benzín,manual,80
Audi,A6,3.0,2013,225532,315000,nafta,automat,180
Audi,A6,3.0,2013,175480,358000,nafta,automat,180
Audi,A6,3.0,2008,216674,135000,nafta,automat,171
Audi,A3,1.6,2008,147390,130000,benzín,manual,75
Audi,A6,3.0,2013,166743,385000,nafta,automat,230
Audi,A4,3.0,2005,337916,68000,nafta,manual,150
Audi,A6,3.0,2017,203508,430000,nafta,automat,200
Audi,A5,2.0,2014,145520,385000,benzín,automat,165
Audi,A5,2.0,2009,182111,220000,nafta,manual,125
Audi,A4,2.7,2010,160678,235000,nafta,manual,140
Audi,A3,2.0,2011,91243,250000,nafta,manual,103
Audi,A3,1.6,2008,189470,144000,benzín,manual,75
Audi,A4,2.0,2012,242350,200000,nafta,manual,105
Audi,A3,1.6,2008,176887,132000,benzín,manual,75
Audi,A3,1.4,2013,253115,190000,benzín,automat,90
Audi,A3,1.6,2013,157003,205000,nafta,manual,77
Audi,A3,1.6,2006,137220,135000,benzín,manual,75
Audi,A4,1.9,2007,198024,130000,nafta,manual,85
Audi,Q5,3.0,2012,151580,375000,nafta,automat,176
Audi,A4,3.0,2009,279098,214000,nafta,automat,176
Audi,A4,3.0,2005,154690,135000,nafta,automat,185
Audi,Q5,3.0,2009,201215,234000,nafta,automat,176
Audi,A3,1.6,2017,105495,358000,nafta,manual,81
Audi,A3,1.6,2005,170387,95000,benzín,manual,75
Audi,A4,2.0,2016,163617,448000,nafta,automat,140
Audi,Q3,2.0,2012,154202,356000,nafta,automat,130
Audi,A3,1.4,2012,84855,245000,benzín,manual,92
Audi,A4,2.0,2011,190212,200000,nafta,manual,88
Audi,A4,2.0,2002,185866,70000,benzín,manual,96
Audi,A4,2.0,2005,186777,104000,benzín,manual,147
Audi,A3,1.6,2018,157679,365000,nafta,automat,85
Audi,A6,2.7,2009,168540,200000,nafta,automat,140
Audi,A4,2.0,2007,314333,89000,nafta,manual,125
Audi,A3,1.4,2013,168901,189000,benzín,manual,90
Audi,A3,1.4,2015,101571,360000,benzín,manual,110
Audi,A2,1.4,2002,170045,40000,benzín,manual,55
Audi,A4,2.0,2016,149565,459000,nafta,automat,140
Audi,A6,2.0,2011,240074,240000,nafta,automat,130
Audi,A3,1.4,2011,115169,200000,benzín,manual,92
Audi,A4,3.0,2017,189896,470000,nafta,automat,200
Audi,A4,2.0,2016,147332,465000,nafta,automat,140
Audi,A4,2.0,2019,179293,358000,nafta,automat,90
Audi,A4,3.0,2012,287292,230000,nafta,automat,180
Audi,A4,3.0,2010,201323,220000,nafta,manual,176
Audi,A4,2.0,2009,183510,215000,nafta,manual,88
Audi,A6,3.0,2012,179714,340000,nafta,automat,180
Audi,A6,3.0,2012,279357,150000,nafta,automat,150
Audi,A5,2.0,2009,171755,195000,nafta,manual,125
Audi,A4,2.0,2006,256588,93000,nafta,manual,103
Audi,100,2.0,1981,249728,45000,nafta,manual,51
Audi,A3,1.6,2001,152722,45000,benzín,manual,75
Audi,Q2,1.4,2018,69739,440000,benzín,automat,110
Audi,A4,2.0,2007,183935,150000,nafta,manual,103
Audi,A1,1.2,2012,130980,180000,benzín,manual,63
Audi,Q7,3.6,2008,158273,240000,benzín,automat,206
Audi,A3,1.2,2012,151217,185000,benzín,manual,77
Audi,A4,2.0,2017,139597,400000,benzín,manual,140
Audi,A4,3.0,2005,258597,94000,nafta,manual,150
Audi,A4,2.0,2017,200214,370000,nafta,automat,110
Audi,A4,2.0,2010,180160,210000,nafta,manual,105
Audi,Q5,2.0,2014,108887,450000,nafta,automat,130
Audi,Q5,2.0,2014,147721,369000,benzín,manual,165
Audi,A3,1.4,2009,155586,130000,benzín,manual,92
Audi,A4,2.0,2017,154329,365000,nafta,manual,110
Audi,A4,1.6,2007,157450,130000,benzín,manual,75
Audi,A5,3.0,2007,278513,195000,nafta,manual,176
Audi,A4,2.0,2006,197922,140000,nafta,manual,103
Audi,A6,3.0,2013,189094,350000,nafta,automat,180
Audi,A6,3.0,2016,192044,480000,nafta,automat,200
Audi,A4,2.0,2016,220641,320000,nafta,automat,110
Audi,Q5,3.0,2010,265777,220000,nafta,automat,176
Audi,A5,3.0,2008,250359,185000,nafta,manual,176
Volvo,S60,2.0,2014,59879,290000,nafta,manual,100
Volvo,V40,2.0,2017,86278,319000,nafta,manual,110
Volvo,V60,1.6,2014,247823,155000,nafta,manual,84
Volvo,XC60,2.4,2009,177452,215000,nafta,manual,129
Volvo,XC60,2.0,2015,161992,340000,nafta,automat,110
Volvo,V60,2.0,2011,196407,230000,nafta,manual,120
Volvo,V60,2.4,2012,182348,212000,nafta,automat,158
Volvo,XC60,2.0,2015,124987,349000,nafta,automat,110
Volvo,S60,2.0,2011,155585,210000,benzín,automat,177
Volvo,XC70,2.4,2014,234600,289000,nafta,automat,133
Volvo,S80,2.4,2013,249879,215000,nafta,automat,169
Volvo,XC60,2.0,2016,115928,395000,nafta,manual,140
Volvo,XC90,2.4,2010,248662,210000,nafta,automat,136
Volvo,S80,2.4,2011,177296,255000,nafta,automat,158
Volvo,S60,2.0,2011,158279,235000,nafta,manual,120
Volvo,XC90,2.0,2010,239751,250000,nafta,automat,136
Volvo,V60,2.4,2011,192492,220000,nafta,automat,151
Volvo,V40,1.6,2015,157829,200000,nafta,manual,84
Volvo,XC60,2.4,2009,249531,230000,nafta,automat,151
Volvo,V60,2.0,2015,279107,180000,nafta,automat,100
Volvo,S60,2.4,2013,202122,280000,nafta,automat,158
Volvo,XC60,2.0,2016,89685,500000,benzín,automat,180
Volvo,XC60,2.4,2010,276959,185000,nafta,automat,129
Volvo,C30,2.0,2008,189835,80000,nafta,manual,100
Volvo,V50,1.6,2007,201105,58000,nafta,manual,80
Volvo,S80,3.2,2007,114033,169000,benzín,automat,175
Volvo,V90,2.0,2017,128620,485000,nafta,automat,110
Volvo,V60,2.0,2017,137532,280000,nafta,manual,110
Volvo,S60,2.5,2004,223150,79000,benzín,automat,154
Volvo,V50,2.0,2007,187627,70000,nafta,manual,100
Volvo,XC60,2.0,2016,147498,405000,nafta,automat,110
Volvo,V60,1.6,2014,230283,160000,nafta,manual,84
Volvo,V60,2.0,2012,161837,210000,nafta,manual,100
Volvo,S60,2.4,2002,190350,73000,benzín,manual,103
Volvo,V60,2.4,2013,197698,255000,hybridní,automat,158
Volvo,C30,1.8,2007,213377,69000,benzín,manual,92
Volvo,V70,2.0,2014,261835,195000,nafta,automat,133
Volvo,S60,2.0,2011,263030,160000,nafta,automat,120
Volvo,XC60,2.4,2014,144734,365000,nafta,manual,133
Volvo,V60,2.0,2019,243102,350000,nafta,automat,110
Volvo,V50,2.0,2006,338740,65000,nafta,manual,100
Subaru,XV,2.0,2012,57038,355000,benzín,automat,110
Subaru,XV,2.0,2013,102235,289000,benzín,automat,110
Subaru,Impreza,1.6,2013,127331,220000,benzín,manual,84
Subaru,Forester,2.0,2015,129296,425000,benzín,automat,177
Subaru,Impreza,1.5,2008,195026,92000,benzín,manual,79
Subaru,Impreza,1.6,2012,174509,157000,benzín,manual,84
Subaru,XV,1.6,2012,99699,210000,benzín,manual,84
Subaru,Legacy,2.5,2004,218913,94000,benzín,automat,121
Subaru,Legacy,2.0,2007,232143,79000,benzín,automat,121
Subaru,XV,2.0,2017,169124,330000,benzín,automat,110
Subaru,Forester,2.0,2014,235218,240000,benzín,manual,110
Subaru,XV,2.0,2018,125963,400000,benzín,automat,115
Seat,Ateca,2.0,2019,162647,425000,nafta,automat,110
Seat,Ibiza,1.8,2016,125012,245000,benzín,manual,141
Seat,Toledo,1.2,2014,137898,155000,benzín,manual,63
Seat,Leon,2.0,2014,129889,280000,nafta,manual,110
Seat,Leon,1.6,2015,110607,245000,nafta,manual,77
Seat,Alhambra,2.0,2012,178246,260000,nafta,automat,103
Seat,Leon,2.0,2015,107094,410000,benzín,automat,206
Seat,Alhambra,2.0,2013,188982,280000,nafta,automat,103
Seat,Leon,1.4,2016,94599,299000,benzín,manual,92
Seat,Ateca,1.0,2018,84790,410000,benzín,manual,96
Seat,Ateca,2.0,2017,155242,400000,nafta,automat,140
Seat,Arona,1.0,2019,86792,325000,benzín,manual,70
Seat,Leon,2.0,2014,184139,255000,nafta,automat,135
Seat,Alhambra,2.0,2013,180232,250000,nafta,manual,103
Seat,Leon,2.0,2015,176147,250000,nafta,manual,110
Seat,Alhambra,2.0,2015,214811,310000,nafta,manual,135
Seat,Toledo,1.2,2014,158152,150000,benzín,manual,63
Seat,Alhambra,2.0,2013,165366,300000,nafta,manual,103
Seat,Alhambra,2.0,2019,140133,429000,nafta,automat,110
Seat,Leon,2.0,2015,175292,276000,nafta,manual,135
Seat,Leon,2.0,2016,147740,290000,nafta,automat,110
Seat,Leon,2.0,2016,168275,249000,nafta,automat,110
Seat,Alhambra,2.0,2015,224397,275000,nafta,automat,130
Seat,Leon,1.4,2018,157883,239000,benzín,manual,92
Seat,Alhambra,2.0,2011,229393,250000,nafta,manual,103
Seat,Alhambra,2.0,2011,172573,239000,nafta,automat,103
Seat,Leon,1.5,2021,123624,385000,benzín,manual,96
Seat,Leon,1.4,2017,142345,360000,benzín,automat,110
Seat,Leon,1.8,2015,183298,230000,benzín,manual,132
Seat,Leon,1.5,2019,55805,385000,benzín,manual,96
Seat,Leon,2.0,2015,142725,238000,nafta,manual,135
Seat,Leon,1.2,2014,98735,240000,benzín,manual,77
Seat,Leon,2.0,2015,171769,262000,nafta,manual,135
Seat,Leon,1.5,2020,78574,360000,CNG + benzín,automat,96
Seat,Leon,1.4,2015,147315,230000,benzín,manual,92
Seat,Arona,1.0,2019,64849,375000,benzín,automat,85
Seat,Leon,1.5,2019,74909,389000,benzín,manual,96
Seat,Leon,1.4,2018,158867,270000,benzín,manual,92
Seat,Leon,1.2,2011,146316,102000,benzín,manual,77
Seat,Ibiza,1.2,2009,168952,62000,benzín,manual,51
Seat,Leon,1.4,2016,103319,330000,benzín,manual,110
Seat,Ibiza,1.2,2010,168439,70000,benzín,manual,51
Seat,Leon,1.4,2017,97632,335000,benzín,manual,92
Seat,Alhambra,2.0,2020,184776,455000,nafta,automat,110
Seat,Ibiza,1.4,2016,138378,230000,benzín,manual,110
Seat,Leon,1.4,2016,75222,329000,benzín,manual,110
Seat,Leon,1.9,2008,242530,64000,nafta,manual,77
Seat,Leon,1.6,2010,205158,66000,nafta,manual,77
Seat,Ibiza,1.0,2017,113799,200000,benzín,manual,55
Seat,Leon,1.2,2014,104102,192000,benzín,manual,63
Seat,Altea,1.6,2007,97620,129000,benzín,manual,75
Seat,Ibiza,1.0,2018,75106,210000,benzín,manual,55
Seat,Leon,2.0,2016,190046,220000,nafta,manual,135
Seat,Toledo,1.2,2015,61285,202000,benzín,manual,63
Seat,Altea,1.9,2009,153664,119000,nafta,manual,77
Seat,Leon,1.4,2014,142487,209000,benzín,manual,103
Seat,Altea,1.2,2012,172313,73000,benzín,manual,77
Seat,Altea,1.4,2012,144085,145000,benzín,manual,92
Seat,Exeo,2.0,2011,171592,135000,nafta,manual,88
Seat,Ibiza,1.2,2011,58021,179000,benzín,automat,77
Seat,Altea,1.6,2006,135785,70000,benzín,manual,75
Seat,Ibiza,1.2,2012,150301,112000,benzín,manual,77
Seat,Alhambra,2.0,2014,165898,340000,nafta,manual,130
Seat,Exeo,2.0,2009,226697,113000,nafta,manual,105
Seat,Ateca,2.0,2016,128062,449000,nafta,automat,140
Seat,Alhambra,1.9,2006,259368,92000,nafta,manual,85
Seat,Altea,1.6,2013,123005,150000,nafta,automat,77
Seat,Altea,1.4,2010,146267,120000,benzín,manual,92
Seat,Leon,1.4,2014,176697,220000,benzín,manual,103
Seat,Altea,1.9,2007,211205,69000,nafta,manual,77
Seat,Altea,1.2,2011,193355,100000,benzín,manual,77
Seat,Altea,2.0,2007,216206,90000,nafta,manual,125
Seat,Leon,1.4,2013,181003,225000,benzín,manual,103
Seat,Ibiza,1.6,2010,197320,100000,nafta,manual,77
Seat,Altea,1.6,2010,173924,85000,nafta,manual,77
Seat,Altea,1.6,2007,262292,46000,benzín,manual,75
Seat,Ibiza,1.2,2012,131114,125000,benzín,manual,51
Seat,Leon,2.0,2008,189832,100000,benzín,manual,147
Seat,Ibiza,1.4,2012,162592,130000,benzín,manual,63
Seat,Ibiza,1.2,2002,103789,64000,benzín,manual,47
Seat,Leon,2.0,2007,293186,78000,nafta,manual,125
Seat,Ibiza,1.2,2005,141160,49000,benzín,manual,47
Seat,Ibiza,1.2,2011,190125,109000,benzín,manual,77
Seat,Leon,1.4,2007,155617,85000,benzín,manual,63
Seat,Toledo,1.2,2015,118084,170000,nafta,manual,77
Seat,Ibiza,1.2,2008,88481,75000,benzín,manual,51
Seat,Leon,2.0,2016,183737,269000,nafta,manual,110
Seat,Ibiza,1.2,2011,138705,119000,benzín,manual,77
Seat,Altea,1.9,2007,172563,120000,nafta,manual,77
Seat,Ateca,2.0,2017,129884,460000,nafta,automat,140
Seat,Alhambra,2.0,2007,221412,119000,nafta,manual,103
Seat,Ibiza,1.4,2009,173287,45000,benzín,manual,63
Seat,Leon,1.2,2017,50228,207000,benzín,manual,63
Seat,Arona,1.0,2020,38360,345000,CNG + benzín,manual,66
Seat,Leon,1.4,2010,99030,75000,benzín,manual,63
Seat,Alhambra,2.0,2013,287408,225000,nafta,automat,130
Seat,Ibiza,1.6,2011,119307,79000,nafta,manual,77
Seat,Ibiza,1.6,2009,195179,75000,nafta,manual,66
Seat,Ibiza,1.6,2011,208547,55000,nafta,manual,66
Seat,Leon,1.8,2014,132400,300000,benzín,automat,132
Seat,Leon,1.2,2016,273584,110000,benzín,manual,63
Seat,Ibiza,1.0,2018,54741,250000,CNG + benzín,manual,66
Seat,Leon,1.9,2002,271737,50000,nafta,manual,66
Seat,Alhambra,1.4,2010,147054,115000,benzín,manual,110
Seat,Altea,1.2,2011,130470,110000,benzín,manual,77
Seat,Ateca,1.4,2018,59102,450000,benzín,manual,110
Seat,Ibiza,1.4,2013,124385,149000,benzín,manual,63
Seat,Ibiza,1.4,2011,190154,99000,benzín,manual,63
Seat,Leon,1.5,2019,92883,330000,benzín,manual,96
Seat,Ibiza,1.4,2011,128000,64000,benzín,manual,63
Seat,Alhambra,1.9,2004,309022,46000,nafta,manual,85
Seat,Leon,1.2,2013,173223,130000,benzín,manual,77
Seat,Exeo,2.0,2010,282849,110000,nafta,manual,88
Seat,Tarraco,2.0,2019,125100,499000,nafta,manual,110
Seat,Alhambra,2.0,2011,176307,225000,nafta,manual,103
Seat,Leon,1.5,2020,48292,358000,benzín,manual,96
Seat,Leon,1.6,2017,192851,230000,nafta,automat,85
Seat,Leon,1.2,2013,152587,165000,benzín,manual,77
Seat,Leon,1.4,2018,101810,265000,benzín,manual,92
Seat,Altea,1.4,2008,177885,105000,benzín,manual,92
Seat,Ibiza,1.0,2021,60079,330000,CNG + benzín,manual,66
Seat,Arona,1.0,2018,91558,265000,benzín,manual,85
Seat,Alhambra,2.0,2011,174247,180000,nafta,automat,103
Seat,Leon,1.4,2017,126233,300000,benzín,manual,92
Seat,Ibiza,1.2,2013,116440,110000,benzín,manual,77
Seat,Leon,1.8,2015,97569,300000,benzín,manual,132
Fiat,Dobló,1.6,2016,116221,230000,nafta,manual,77
Fiat,Freemont,2.0,2015,79183,365000,nafta,manual,125
Fiat,500,1.2,2017,83078,250000,benzín,automat,51
Fiat,Freemont,2.0,2013,153849,210000,nafta,manual,125
Fiat,Scudo,2.0,2015,182742,325000,nafta,manual,120
Fiat,Dobló,1.6,2021,117955,312200,nafta,manual,88
Fiat,500,1.2,2019,43662,260000,benzín,manual,51
Fiat,500X,2.0,2015,167721,250000,nafta,manual,103
Fiat,Freemont,2.0,2011,135946,220000,nafta,manual,103
Fiat,Talento,2.0,2020,40379,441700,nafta,manual,88
Fiat,Talento,2.0,2020,57729,435600,nafta,manual,107
Fiat,Freemont,2.0,2013,158643,240000,nafta,automat,125
Fiat,Tipo,1.6,2017,95438,296000,nafta,manual,88
Fiat,500,1.4,2013,154124,150000,benzín,manual,70
Fiat,Freemont,2.0,2012,179450,220000,nafta,automat,120
Fiat,Freemont,2.0,2013,161370,240000,nafta,automat,125
Fiat,Freemont,2.0,2012,176603,230000,nafta,automat,125
Fiat,Freemont,2.0,2015,131057,260000,nafta,automat,125
Fiat,500,1.4,2015,60319,210000,LPG + benzín,manual,88
Fiat,Dobló,1.6,2019,97926,239600,nafta,manual,77
Fiat,Freemont,2.0,2011,222770,135000,nafta,manual,125
Fiat,Freemont,2.0,2015,159242,269000,nafta,automat,125
Fiat,500,1.2,2020,21424,280000,benzín,manual,51
Fiat,500,1.2,2014,100245,180000,benzín,manual,51
Fiat,Bravo,1.4,2013,118700,60000,benzín,manual,66
Fiat,Tipo,1.4,2019,89740,209000,benzín,manual,70
Fiat,Ducato,2.0,2017,74906,289200,nafta,manual,85
Fiat,Sedici,1.9,2008,175019,80000,nafta,manual,88
Fiat,Punto,1.3,2016,194009,95000,nafta,manual,70
Fiat,500X,1.4,2016,122784,210000,benzín,manual,103
Fiat,Dobló,1.6,2016,94421,288000,nafta,manual,88
Fiat,500X,1.4,2016,116077,203000,benzín,manual,103
Fiat,500,1.4,2016,63171,200000,LPG + benzín,manual,70
Fiat,Freemont,2.0,2015,238174,199000,nafta,automat,125
Fiat,Ducato,2.3,2019,143934,441700,nafta,manual,130
Fiat,500,1.4,2017,119993,209000,benzín,manual,70
Fiat,Tipo,1.4,2018,91656,260000,benzín,manual,70
Fiat,Freemont,2.0,2014,215124,210000,nafta,manual,125
Fiat,Bravo,1.4,2007,192646,70000,benzín,manual,110
Fiat,Freemont,2.0,2011,209537,175000,nafta,manual,125
Fiat,Sedici,2.0,2010,209717,85000,nafta,manual,99
Fiat,500,1.4,2007,156192,94000,benzín,manual,73
Fiat,Tipo,1.4,2018,93516,260000,benzín,manual,88
Fiat,Ducato,2.0,2013,180610,180000,nafta,manual,85
Fiat,Bravo,1.4,2008,115636,58000,benzín,manual,66
Fiat,Ducato,2.3,2008,171072,190000,nafta,manual,88
Fiat,Punto,1.2,2009,160495,55000,benzín,manual,48
Fiat,Dobló,1.3,2013,219242,110000,nafta,manual,66
Fiat,Stilo,1.6,2003,139395,35000,benzín,manual,76
Fiat,Talento,2.0,2021,95538,450200,nafta,manual,107
Fiat,Freemont,2.0,2013,140508,265000,nafta,automat,125
Fiat,500,0.9,2013,159732,125000,benzín,manual,77
Fiat,Sedici,1.9,2008,185000,80000,nafta,manual,88
Fiat,Punto,1.4,2010,135004,105000,benzín,manual,99
Fiat,Bravo,1.9,2007,179899,70000,nafta,manual,88
Fiat,Freemont,2.0,2011,254596,110000,nafta,manual,103
Fiat,500,1.4,2010,124265,85000,benzín,manual,74
Fiat,Linea,1.4,2011,255592,47000,benzín,automat,57
Fiat,500,1.2,2011,176658,75000,benzín,manual,51
Fiat,Punto,1.2,2009,68479,80000,benzín,manual,48
