Značka,Model,Rok,Najeté km,Cena,Palivo,Převodovka,Výkon (kW),Zdroj
Seat,Alhambra,2016,175300,449000,Nafta,Automatická,135,Sauto
Volvo,Xc60,2017,200917,449000,Nafta,Automatická,162,Sauto
Citroen,Jumpy,2018,147000,449000,Nafta,Manuální,110,Sauto
Volkswagen,Polo,2023,13601,449000,Benzín,Manuální,70,Sauto
Seat,Ateca,2020,154553,449000,Nafta,Automatická,85,Sauto
Seat,Ateca,2021,142000,449000,Nafta,Manuální,110,Sauto
Volvo,V60,2017,109374,449000,Nafta,Automatická,110,Sauto
Peugeot,Boxer,2016,138000,449000,Nafta,Manuální,120,Sauto
Audi,A5,2018,190000,449000,Nafta,Manuální,140,Sauto
Audi,A6 Avant,2018,189291,449000,Nafta,Automatická,200,Sauto
Nissan,Ostatni,2019,180420,449000,Nafta,Manuální,100,Sauto
Audi,A8,2013,231000,449000,Nafta,Automatická,184,Sauto
Peugeot,Expert,2018,147000,449000,Nafta,Manuální,110,Sauto
Opel,Insignia,2020,103307,449000,nafta,automat,128,Autoesa
Seat,Ateca,2016,128062,449000,nafta,automat,140,Autoesa
Peugeot,Traveller,2018,104688,449000,Nafta,Manuální,85,Sauto
Seat,Ateca,2017,128745,449000,Nafta,Manuální,110,Sauto
Jeep,Grand Cherokee,2016,157850,449000,Nafta,Automatická,184,Sauto
Mazda,3,2021,34344,449000,Benzín,Manuální,90,Sauto
Mercedes Benz,Cl,2008,197000,449000,LPG + benzín,Automatická,285,Sauto
BMW,X3,2015,157039,449000,nafta,automat,140,Autoesa
Škoda,Karoq,2017,101428,449000,nafta,automat,110,Autoesa
Ford,Puma,2023,17522,449000,Benzín,Manuální,92,Sauto
Bmw,Rada 3,2015,144230,449000,Nafta,Automatická,149,Sauto
Volkswagen,Passat,2021,159000,449000,Benzín,Automatická,110,Sauto
Mercedes Benz,Gl,2014,154000,449000,Benzín,Automatická,270,Sauto
Volkswagen,Passat,2021,174387,449000,Nafta,Automatická,110,Sauto
Renault,Kadjar,2021,81000,449000,Nafta,Automatická,85,Sauto
Volkswagen,Caddy,2019,64035,449000,Nafta,Manuální,75,Sauto
Bmw,Rada 3,2020,166000,449000,Nafta,Automatická,100,Sauto
Bmw,X5,2014,281950,449500,Nafta,Automatická,280,Sauto
Kia,Xcee D,2021,91816,449800,Benzín,Manuální,117,Sauto
Nissan,Juke,2025,10,449800,Benzín,Manuální,84,Sauto
Kia,Cee D,2022,50100,449877,Benzín,Manuální,117,Sauto
Bmw,Rada 2,2020,51330,449900,Benzín,Manuální,80,Sauto
Mazda,Cx 3,2019,60782,449900,Benzín,Automatická,89,Sauto
Land Rover,Range Rover Sport,2016,242469,449900,Nafta,Automatická,190,Sauto
Hyundai,Bayon,2024,4050,449900,Benzín,Manuální,63,Sauto
Hyundai,I30,2023,6346,449900,Benzín,Manuální,81,Sauto
Seat,Arona,2024,8042,449900,Benzín,Manuální,70,Sauto
Jeep,Grand Cherokee,2010,239144,449900,Benzín,Automatická,268,Sauto
Seat,Arona,2022,19802,449900,Benzín,Automatická,81,Sauto
Hyundai,I30,2022,29480,449900,Nafta,Manuální,85,Sauto
Jeep,Grand Cherokee,2014,228519,449900,Nafta,Automatická,184,Sauto
Hyundai,I30,2022,38291,449900,Benzín,Automatická,117,Sauto
Jeep,Grand Cherokee,2014,139653,449900,Nafta,Automatická,184,Sauto
Citroen,C4,2024,5,449900,Benzín,Manuální,96,Sauto
Audi,A5,2016,102890,449900,Nafta,Automatická,140,Sauto
Jeep,Compass,2020,142503,449900,Nafta,Automatická,103,Sauto
Bmw,Rada 2,2020,63265,449900,Benzín,Manuální,80,Sauto
Seat,Alhambra,2015,129300,449990,Nafta,Automatická,103,Sauto
Mercedes Benz,Tridy B,2019,170000,449999,Benzín,Automatická,120,Sauto
Land Rover,Range Rover Sport,2015,215000,449999,Nafta,Automatická,190,Sauto
Volvo,V90,2018,173382,449999,Benzín,Automatická,140,Sauto
Jeep,Compass,2019,86826,449999,Nafta,Manuální,110,Sauto
Skoda,Octavia,2022,75934,449999,Nafta,Manuální,85,Sauto
Audi,Q7,2015,265065,449999,Nafta,Automatická,180,Sauto
Bmw,Rada 1,2020,78798,449999,Benzín,Automatická,103,Sauto
Hyundai,Santa,2016,113061,450000,nafta,automat,147,Autoesa
Mazda,Cx 30,2020,63147,450000,Benzín,Manuální,90,Sauto
BMW,Řada,2011,137480,450000,nafta,automat,220,Autoesa
Nissan,X Trail,2018,120161,450000,Nafta,Automatická,130,Sauto
