Značka,Model,Rok,Najeté km,Cena,Palivo,Převodovka,Výkon (kW),Zdroj
Bmw,X4,2016,209539,475000,Nafta,Automatická,140,Sauto
Bmw,X2,2019,56000,475000,Benzín,Manuální,103,Sauto
Seat,Ateca,2017,99400,475990,Benzín,Manuální,110,Sauto
Skoda,Octavia,2022,65780,476000,Nafta,Manuální,85,Sauto
Volkswagen,Passat,2021,150000,476000,Nafta,Automatická,110,Sauto
Volkswagen,Passat,2021,179969,476000,Nafta,Automatická,110,Sauto
Skoda,Superb,2021,162174,476000,Nafta,Automatická,110,Sauto
Jeep,Wrangler,2014,293689,477000,Nafta,Automatická,147,Sauto
Audi,A4,2019,145508,478000,Nafta,Automatická,140,Sauto
Ford,Transit,2018,78200,478000,nafta,manual,77,Autoesa
Volkswagen,T Roc,2020,153836,478000,Nafta,Automatická,110,Sauto
Volkswagen,Passat Variant,2020,144584,478000,Nafta,Automatická,110,Sauto
Volkswagen,Passat Variant,2021,148105,478000,Nafta,Automatická,110,Sauto
Volkswagen,Touran,2021,143789,478000,Benzín,Automatická,110,Sauto
Volkswagen,Touran,2020,151658,478000,Nafta,Manuální,110,Sauto
Skoda,Karoq,2020,101063,478000,Nafta,Manuální,85,Sauto
Skoda,Superb,2021,154973,478000,Nafta,Automatická,110,Sauto
Bmw,Rada 3,2018,178682,478000,Nafta,Automatická,140,Sauto
Bmw,I3,2020,52600,478000,Elektro,Automatická,125,Sauto
Volkswagen,Passat Variant,2021,144656,478000,Nafta,Automatická,110,Sauto
Volkswagen,Passat,2022,152496,478000,Nafta,Automatická,110,Sauto
Volkswagen,Touran,2020,130222,478000,Nafta,Automatická,110,Sauto
Mazda,Cx 5,2018,154721,479000,Benzín,Automatická,121,Sauto
Jeep,Cherokee,2015,56748,479000,Benzín,Automatická,200,Sauto
Mercedes Benz,Tridy E,2017,290000,479000,Nafta,Automatická,190,Sauto
Ford,Transit Custom,2018,132922,479000,Nafta,Manuální,77,Sauto
Seat,Alhambra,2016,119850,479000,Nafta,Automatická,135,Sauto
Citroen,C3,2025,1,479000,Benzín,Manuální,74,Sauto
Volvo,Xc60,2017,204584,479000,Nafta,Automatická,140,Sauto
Mazda,Cx 30,2020,53000,479000,Benzín,Manuální,110,Sauto
Mercedes Benz,Tridy E,2015,99575,479000,Nafta,Manuální,125,Sauto
Mercedes-Benz,GLA,2016,56123,479000,nafta,automat,130,Autoesa
Audi,A3,2020,132134,479000,Benzín,Manuální,110,Sauto
Nissan,Navara,2016,99615,479000,Nafta,Manuální,120,Sauto
Hyundai,I30,2023,33500,479000,Benzín,Manuální,118,Sauto
Volvo,Xc90,2015,131750,479000,Nafta,Automatická,165,Sauto
Audi,Q5,2016,142000,479000,Nafta,Automatická,140,Sauto
Audi,A5,2018,204236,479000,Nafta,Manuální,140,Sauto
Audi,A6 Allroad,2016,220000,479000,Nafta,Automatická,234,Sauto
Volkswagen,Passat Variant,2021,155194,479000,Nafta,Automatická,110,Sauto
Kia,Cee D Sw,2021,35084,479160,Benzín,Manuální,118,Sauto
Volkswagen,Transporter,2017,278271,479800,Nafta,Manuální,110,Sauto
Jeep,Renegade,2023,2200,479900,Benzín,Manuální,88,Sauto
Volvo,V60,2020,129254,479900,Nafta,Automatická,110,Sauto
Citroen,C4,2022,48000,479900,Nafta,Manuální,81,Sauto
Kia,Stonic,2024,5,479900,Benzín,Automatická,74,Sauto
Audi,Q5,2016,132599,479900,Nafta,Automatická,140,Sauto
Mazda,Cx 5,2017,156200,479900,Benzín,Automatická,143,Sauto
Jeep,Grand Cherokee,2015,128871,479900,Nafta,Automatická,184,Sauto
Citroen,C4,2023,8000,479900,Benzín,Manuální,96,Sauto
Nissan,Leaf,2021,23838,479900,Elektro,Automatická,110,Sauto
Nissan,Leaf,2021,26000,479900,Elektro,Automatická,110,Sauto
Land Rover,Range Rover,2014,195000,479901,Nafta,Automatická,215,Sauto
Mazda,Cx 5,2019,117000,479901,Benzín,Automatická,143,Sauto
Peugeot,208,2025,1,479990,Benzín,Manuální,74,Sauto
Renault,Koleos,2018,121125,479990,Nafta,Automatická,130,Sauto
Citroen,C3,2025,1,479990,Benzín,Manuální,74,Sauto
Bmw,Rada 4,2015,260901,479999,Benzín,Automatická,225,Sauto
Opel,Grandland X,2021,44240,479999,Benzín,Automatická,96,Sauto
Bmw,Rada 1,2020,32813,479999,Benzín,Automatická,103,Sauto
Seat,Leon,2018,157600,479999,Benzín,Automatická,221,Sauto
Bmw,Rada 3,2018,132149,479999,Nafta,Automatická,140,Sauto
Mazda,Mx 30,2020,24460,479999,Elektro,Automatická,107,Sauto
Nissan,Qashqai,2020,86600,479999,Benzín,Automatická,116,Sauto
Mazda,3,2021,34599,480000,Benzín,Automatická,110,Sauto
BMW,Řada,2017,140808,480000,benzín,automat,135,Autoesa
Skoda,Superb,2019,212264,480000,Nafta,Automatická,140,Sauto
Opel,Combo,2019,32449,480000,nafta,manual,96,Autoesa
Peugeot,308,2022,30142,480000,Benzín,Manuální,96,Sauto
Jeep,Compass,2021,142627,480000,Nafta,Automatická,125,Sauto
Opel,Insignia,2022,105335,480000,nafta,automat,128,Autoesa
Ford,S Max,2020,110592,480000,Nafta,Automatická,140,Sauto
Opel,Insignia,2022,105335,480000,Nafta,Automatická,128,Sauto
Kia,Sportage,2018,119000,480000,Nafta,Automatická,100,Sauto
Citroen,Berlingo,2022,28100,480000,Nafta,Manuální,75,Sauto
Dodge,Durango,2014,159571,480000,Benzín,Automatická,216,Sauto
Ford,Kuga,2019,59261,480000,nafta,automat,110,Autoesa
Ford,Tourneo,2020,83125,480000,nafta,manual,88,Autoesa
Land Rover,Discovery,2020,130150,480000,Nafta,Automatická,110,Sauto
Mercedes Benz,Tridy C,2015,147470,480000,Nafta,Automatická,125,Sauto
Opel,Insignia,2022,49389,480000,Nafta,Automatická,128,Sauto
Citroën,C4,2021,18241,480000,benzín,automat,96,Autoesa
Citroen,C5 Aircross,2021,32000,480000,Nafta,Manuální,96,Sauto
Peugeot,308,2022,30142,480000,benzín,manual,96,Autoesa
Skoda,Scala,2023,25387,480000,Benzín,Manuální,81,Sauto
Citroen,C5 Aircross,2019,55907,480000,Benzín,Automatická,133,Sauto
Renault,Koleos,2018,145000,480000,Nafta,Automatická,130,Sauto
Volkswagen,Tiguan,2016,165210,480000,Nafta,Automatická,110,Sauto
Land Rover,Range Rover Sport,2014,122599,480000,Nafta,Automatická,190,Sauto
Volkswagen,Touran,2021,169030,482000,Nafta,Automatická,110,Sauto
Bmw,Rada 3,2018,153500,482000,Nafta,Automatická,140,Sauto
Nissan,Navara,2018,204000,482999,Nafta,Manuální,140,Sauto
Volkswagen,Passat Variant,2021,147018,483000,Nafta,Automatická,110,Sauto
Volkswagen,Passat Variant,2020,134223,483000,Nafta,Automatická,110,Sauto
Citroen,C3,2025,1,483990,Benzín,Manuální,74,Sauto
Land Rover,Range Rover Evoque,2016,49546,484000,Nafta,Automatická,110,Sauto
Skoda,Fabia,2023,18444,484000,Benzín,Automatická,81,Sauto
Seat,Leon,2015,130626,484000,Benzín,Manuální,245,Sauto
Nissan,Qashqai,2021,92800,484000,Nafta,Automatická,85,Sauto
Volvo,V90,2018,235000,484000,CNG + benzín,Automatická,187,Sauto
Volvo,S90,2017,149938,484000,Nafta,Automatická,140,Sauto
Seat,Leon,2022,54088,484900,Benzín,Manuální,110,Sauto
Seat,Leon,2020,41890,484900,Benzín,Manuální,96,Sauto
Kia,Stonic,2025,5,484900,Benzín,Manuální,74,Sauto
Hyundai,I30,2025,5,484990,Benzín,Manuální,70,Sauto
Citroen,Berlingo,2019,49964,484999,Nafta,Automatická,96,Sauto
Mazda,Cx 5,2017,97975,485000,Benzín,Manuální,121,Sauto
Škoda,Kodiaq,2017,74141,485000,benzín,automat,110,Autoesa
Volkswagen,Golf,2023,49979,485000,benzín,automat,81,Autoesa
Volkswagen,Tiguan,2019,110148,485000,nafta,manual,110,Autoesa
Nissan,Leaf,2021,50000,485000,Elektro,Automatická,160,Sauto
Seat,Alhambra,2018,224507,485000,Benzín,Automatická,162,Sauto
Opel,Insignia,2021,105790,485000,Nafta,Manuální,128,Sauto
Volkswagen,Passat,2021,162054,485000,Nafta,Automatická,147,Sauto
Škoda,Octavia,2022,10835,485000,benzín,manual,81,Autoesa
Land Rover,Discovery,2020,104817,485000,Nafta,Manuální,110,Sauto
Volkswagen,Passat,2018,113111,485000,nafta,automat,176,Autoesa
Mazda,Cx 5,2017,88000,485000,Benzín,Manuální,121,Sauto
Citroen,C3 Aircross,2024,15815,485000,Benzín,Automatická,96,Sauto
Peugeot,5008,2020,100033,485000,nafta,automat,96,Autoesa
Seat,Leon,2021,40802,486000,Benzín,Manuální,96,Sauto
Skoda,Octavia,2021,64360,486000,Benzín,Manuální,110,Sauto
Seat,Leon,2021,35574,486000,Benzín,Manuální,96,Sauto
Skoda,Superb,2021,176533,486000,Nafta,Automatická,110,Sauto
Hyundai,I30,2024,5,486890,Benzín,Manuální,71,Sauto
Volkswagen,Passat Variant,2021,189477,487000,Nafta,Manuální,110,Sauto
Volkswagen,Passat Variant,2021,148858,487000,Nafta,Automatická,110,Sauto
Renault,Megane,2024,5620,487000,Benzín,Automatická,103,Sauto
Audi,A4,2020,123829,487000,Nafta,Automatická,100,Sauto
Volkswagen,Passat,2019,160962,487000,nafta,automat,140,Autoesa
Seat,Tarraco,2019,196860,487500,Nafta,Automatická,110,Sauto
Bmw,Rada 3,2020,164655,488000,Nafta,Automatická,140,Sauto
Bmw,X2,2018,118253,488000,Nafta,Automatická,140,Sauto
Mazda,Cx 5,2019,104300,488000,Benzín,Automatická,143,Sauto
Skoda,Karoq,2021,116044,488000,Nafta,Manuální,85,Sauto
Volkswagen,Passat Variant,2019,160598,488000,Nafta,Automatická,110,Sauto
Peugeot,5008,2021,124604,488000,Nafta,Manuální,96,Sauto
Skoda,Superb,2020,161466,488000,Nafta,Automatická,110,Sauto
Mazda,6,2019,51955,488000,Benzín,Manuální,121,Sauto
Mercedes Benz,Tridy E,2017,146331,488000,Nafta,Automatická,143,Sauto
Skoda,Superb,2021,159244,488000,Nafta,Automatická,110,Sauto
Skoda,Karoq,2019,147290,488000,Benzín,Manuální,110,Sauto
Bmw,X3,2016,101890,488999,Nafta,Automatická,190,Sauto
Peugeot,3008,2019,87460,489000,Benzín,Automatická,133,Sauto
Jeep,Grand Cherokee,2015,94500,489000,Nafta,Automatická,184,Sauto
Renault,Arkana,2021,40138,489000,Hybridní,Automatická,105,Sauto
Volvo,V60,2018,94895,489000,Nafta,Automatická,110,Sauto
Opel,Mokka,2022,29290,489000,Benzín,Automatická,96,Sauto
Jeep,Cherokee,2014,83000,489000,Benzín,Automatická,200,Sauto
Volkswagen,Passat,2020,150000,489000,Hybridní,Automatická,160,Sauto
Ford,Galaxy,2019,137000,489000,Nafta,Automatická,140,Sauto
Renault,Koleos,2019,89919,489000,Benzín,Automatická,130,Sauto
Ford,S Max,2020,139000,489000,Nafta,Automatická,140,Sauto
Land Rover,Range Rover Sport,2014,177796,489000,Nafta,Automatická,190,Sauto
Seat,Ateca,2021,82450,489800,Benzín,Manuální,110,Sauto
Mazda,2,2022,13968,489900,Hybridní,Automatická,68,Sauto
Skoda,Fabia,2024,12950,489900,Benzín,Manuální,85,Sauto
Seat,Alhambra,2018,119000,489900,Nafta,Automatická,135,Sauto
Seat,Arona,2024,0,489900,Benzín,Manuální,70,Sauto
Jeep,Avenger,2023,14083,489900,Benzín,Manuální,74,Sauto
Jeep,Grand Cherokee,2016,129951,489900,Nafta,Automatická,184,Sauto
Hyundai,I30,2022,36849,489900,Benzín,Manuální,117,Sauto
Jeep,Avenger,2023,12404,489900,Benzín,Manuální,74,Sauto
Seat,Leon,2023,24865,489900,Benzín,Manuální,96,Sauto
Seat,Leon,2021,49575,489900,Benzín,Manuální,96,Sauto
Kia,Xcee D,2022,43583,489999,Benzín,Automatická,117,Sauto
Dodge,Grand Caravan,2019,112000,489999,LPG + benzín,Automatická,211,Sauto
Skoda,Octavia,2021,33497,489999,Nafta,Manuální,85,Sauto
Peugeot,Traveller,2016,148118,490000,Nafta,Manuální,110,Sauto
Jeep,Compass,2019,57378,490000,Benzín,Automatická,125,Sauto
Ford,Transit,2018,114883,490000,Nafta,Manuální,96,Sauto
Skoda,Fabia,2023,19980,490000,Benzín,Automatická,81,Sauto
Jeep,Compass,2021,34042,490000,Benzín,Automatická,110,Sauto
Hyundai,Santa,2017,96987,490000,nafta,automat,147,Autoesa
Nissan,Qashqai,2021,34680,490000,Benzín,Manuální,103,Sauto
Skoda,Fabia,2023,28550,490000,Benzín,Automatická,81,Sauto
Mazda,6,2017,133215,490000,Benzín,Automatická,141,Sauto
Land Rover,Range Rover Sport,2016,221700,490000,Nafta,Automatická,225,Sauto
Volkswagen,Passat,2020,142305,490000,Nafta,Automatická,110,Sauto
Mazda,Cx 30,2019,109408,490000,Benzín,Automatická,90,Sauto
Bmw,X3,2015,104249,490000,Benzín,Automatická,135,Sauto
Land Rover,Range Rover,2015,340500,490000,Nafta,Automatická,250,Sauto
Opel,Grandland X,2020,41572,490000,Benzín,Automatická,133,Sauto
Hyundai,Tucson,2020,18025,490000,Benzín,Automatická,130,Sauto
Kia,Sorento,2018,126288,490000,Nafta,Automatická,147,Sauto
Seat,Tarraco,2019,168478,490000,Nafta,Manuální,110,Sauto
Mercedes Benz,Tridy A,2020,103000,490000,Benzín,Automatická,100,Sauto
Skoda,Kodiaq,2018,212662,490000,Nafta,Automatická,140,Sauto
Volkswagen,Passat,2021,150000,491000,Nafta,Automatická,110,Sauto
Volkswagen,Passat Variant,2022,186158,491000,Nafta,Automatická,147,Sauto
Volkswagen,Passat,2020,115679,491000,Nafta,Automatická,110,Sauto
Skoda,Karoq,2018,123161,491000,Nafta,Manuální,110,Sauto
Audi,A4 Avant,2020,150000,492000,Nafta,Automatická,140,Sauto
Skoda,Karoq,2021,169371,492000,Benzín,Automatická,110,Sauto
Audi,A1,2021,36438,492000,Benzín,Automatická,81,Sauto
Volkswagen,Golf,2020,34449,493000,Benzín,Manuální,96,Sauto
Skoda,Octavia,2020,150000,493000,Nafta,Automatická,110,Sauto
Volkswagen,Passat Variant,2020,131516,493000,Nafta,Automatická,110,Sauto
Hyundai,I20,2025,10,493890,Benzín,Manuální,74,Sauto
Opel,Mokka,2025,0,493990,Benzín,Manuální,74,Sauto
Citroen,Grand C4 Spacetourer,2021,39900,494000,Nafta,Automatická,120,Sauto
Ford,Ranger,2020,224100,494900,Nafta,Manuální,125,Sauto
Mazda,Cx 5,2019,98077,494999,Benzín,Manuální,121,Sauto
Audi,S3,2015,156000,494999,Benzín,Automatická,221,Sauto
Jeep,Compass,2021,49542,495000,Benzín,Automatická,110,Sauto
Seat,Arona,2024,1000,495000,Benzín,Manuální,85,Sauto
Peugeot,508,2022,91630,495000,nafta,automat,96,Autoesa
Mercedes Benz,Tridy B,2019,71000,495000,Benzín,Automatická,140,Sauto
Mazda,6,2019,109748,495000,Nafta,Automatická,135,Sauto
Volvo,Xc60,2018,176127,495000,Nafta,Manuální,140,Sauto
Jeep,Wrangler,2008,36275,495000,Nafta,Automatická,130,Sauto
Škoda,Kodiaq,2017,117270,495000,nafta,automat,110,Autoesa
Nissan,Leaf,2021,25200,495000,Elektro,Automatická,110,Sauto
Mercedes Benz,Tridy B,2022,34019,495000,Nafta,Manuální,85,Sauto
Porsche,Cayenne,2012,247000,495000,Nafta,Automatická,180,Sauto
Volkswagen,Passat Variant,2021,149832,496000,Nafta,Automatická,110,Sauto
Volkswagen,Passat Variant,2021,158600,496000,Nafta,Automatická,147,Sauto
Audi,A4,2020,140975,496000,Nafta,Automatická,110,Sauto
Skoda,Superb,2019,166453,496000,Nafta,Automatická,140,Sauto
Peugeot,208,2025,10,496000,Hybridní,Automatická,75,Sauto
Kia,Cee D,2025,1,496980,Benzín,Manuální,103,Sauto
Volkswagen,Passat Variant,2020,156511,497000,Hybridní,Automatická,160,Sauto
Audi,A6 Allroad,2016,160434,497000,Nafta,Automatická,200,Sauto
Kia,Cee D,2024,1,497000,Benzín,Manuální,103,Sauto
Volkswagen,Tiguan,2020,55647,497000,Benzín,Manuální,110,Sauto
Volkswagen,Passat Variant,2021,107267,497000,Nafta,Automatická,110,Sauto
Renault,Captur,2025,0,497500,Benzín,Manuální,67,Sauto
Kia,Sportage,2021,50000,497997,Nafta,Manuální,100,Sauto
Hyundai,Tucson,2020,42263,498000,nafta,automat,100,Autoesa
Citroen,Jumpy,2017,124628,498000,Nafta,Manuální,90,Sauto
Skoda,Superb,2020,122562,498000,Nafta,Automatická,140,Sauto
Audi,A4 Avant,2021,159467,498000,Nafta,Automatická,120,Sauto
Ford,Kuga,2021,91000,498000,Hybridní,Automatická,165,Sauto
Audi,A4,2019,109467,498000,Nafta,Automatická,140,Sauto
Hyundai,Tucson,2020,42263,498000,Nafta,Automatická,100,Sauto
Volkswagen,Id3,2021,66790,498000,Elektro,Automatická,107,Sauto
Land Rover,Range Rover Evoque,2017,90800,498000,Nafta,Automatická,132,Sauto
Peugeot,308,2022,75158,498000,Nafta,Manuální,96,Sauto
Volkswagen,Passat Variant,2020,169711,498000,Nafta,Automatická,140,Sauto
Volkswagen,Passat,2020,103446,498000,Nafta,Automatická,110,Sauto
Skoda,Karoq,2021,119836,498000,Nafta,Automatická,110,Sauto
Volkswagen,Passat,2020,143600,498000,Nafta,Automatická,140,Sauto
Volkswagen,Passat,2020,130354,498000,Nafta,Manuální,110,Sauto
Seat,Leon,2021,89600,498000,Nafta,Automatická,110,Sauto
Skoda,Superb,2021,149974,498000,Nafta,Automatická,110,Sauto
Skoda,Superb,2021,141317,498000,Nafta,Automatická,110,Sauto
Skoda,Karoq,2020,155320,498000,Benzín,Manuální,110,Sauto
Volkswagen,Touran,2021,153404,498000,Nafta,Automatická,110,Sauto
Volkswagen,Passat,2021,133902,498000,Nafta,Automatická,110,Sauto
Land Rover,Discovery Sport,2018,99000,498000,Nafta,Automatická,132,Sauto
Skoda,Superb,2021,159617,498000,Nafta,Automatická,110,Sauto
Seat,Ateca,2019,149232,498000,Nafta,Automatická,110,Sauto
Skoda,Octavia,2021,150000,498000,Nafta,Manuální,110,Sauto
Skoda,Karoq,2019,184045,498000,Nafta,Automatická,140,Sauto
Citroen,C5 Aircross,2020,93692,498000,Nafta,Manuální,96,Sauto
Seat,Ateca,2020,156843,498000,Nafta,Automatická,110,Sauto
Volkswagen,Touran,2019,150000,498000,Nafta,Automatická,110,Sauto
Seat,Leon,2022,41030,498900,Benzín,Manuální,110,Sauto
Seat,Ateca,2019,127100,498990,Benzín,Automatická,110,Sauto
Land Rover,Discovery,2016,146416,498999,Nafta,Automatická,132,Sauto
Mercedes Benz,Tridy S,2011,178285,499000,Benzín,Automatická,320,Sauto
Volvo,V90,2017,227739,499000,Nafta,Automatická,140,Sauto
Volkswagen,Golf,2021,7416,499000,CNG + benzín,Automatická,96,Sauto
Jeep,Wrangler,2008,130000,499000,Nafta,Automatická,130,Sauto
Land Rover,Range Rover Sport,2017,228890,499000,Nafta,Automatická,190,Sauto
Volvo,V90,2018,226760,499000,Nafta,Automatická,161,Sauto
Mazda,6,2019,108513,499000,Benzín,Automatická,143,Sauto
Peugeot,Traveller,2019,194169,499000,Nafta,Manuální,110,Sauto
Volvo,S90,2018,155800,499000,Nafta,Automatická,140,Sauto
Mercedes Benz,Tridy B,2020,26680,499000,Benzín,Automatická,120,Sauto
Volkswagen,Passat Variant,2021,109728,499000,Hybridní,Automatická,160,Sauto
Seat,Leon,2017,137000,499000,Benzín,Automatická,221,Sauto
Jeep,Cherokee,2015,109000,499000,Benzín,Automatická,200,Sauto
Mazda,6,2019,75709,499000,Benzín,Automatická,121,Sauto
Mercedes Benz,Gla,2017,149980,499000,Nafta,Automatická,130,Sauto
Porsche,Cayenne,2010,205707,499000,Hybridní,Automatická,245,Sauto
Peugeot,308,2022,32806,499000,Nafta,Manuální,96,Sauto
Seat,Tarraco,2019,125100,499000,Nafta,Manuální,110,Sauto
Jeep,Grand Cherokee,2017,189000,499000,Nafta,Automatická,184,Sauto
Land Rover,Range Rover Sport,2013,159003,499000,Nafta,Automatická,225,Sauto
Seat,Ateca,2019,46352,499000,Benzín,Manuální,110,Sauto
Mazda,Cx 30,2020,98800,499000,Benzín,Automatická,132,Sauto
Volvo,Xc60,2016,162446,499000,Nafta,Automatická,140,Sauto
Peugeot,3008,2021,86200,499000,Benzín,Manuální,96,Sauto
Citroen,C3 Aircross,2025,1,499000,Benzín,Manuální,74,Sauto
Mazda,6,2020,99000,499000,Benzín,Automatická,143,Sauto
Land Rover,Range Rover,2013,331472,499000,Nafta,Automatická,250,Sauto
Jeep,Grand Cherokee,2016,172000,499000,Nafta,Automatická,184,Sauto
Peugeot,5008,2021,129000,499000,Nafta,Automatická,96,Sauto
Nissan,Leaf,2020,40000,499000,Elektro,Automatická,160,Sauto
Peugeot,5008,2020,66004,499000,nafta,manual,96,Autoesa
Seat,Tarraco,2019,125100,499000,nafta,manual,110,Autoesa
Mazda,Cx 30,2020,53850,499000,Benzín,Manuální,90,Sauto
Audi,A6 Allroad,2016,116700,499000,Nafta,Automatická,200,Sauto
Audi,S3,2014,117000,499000,Benzín,Manuální,221,Sauto
Skoda,Karoq,2021,150000,499000,Benzín,Automatická,110,Sauto
Peugeot,5008,2021,156000,499000,Nafta,Automatická,96,Sauto
Mazda,6,2019,125565,499000,Benzín,Manuální,121,Sauto
Mazda,6,2018,133191,499000,Benzín,Automatická,143,Sauto
Bmw,X1,2018,156115,499000,Nafta,Automatická,140,Sauto
Mazda,Cx 30,2020,39600,499000,Benzín,Manuální,132,Sauto
Volvo,Xc90,2014,108144,499000,Nafta,Automatická,147,Sauto
Jeep,Grand Cherokee,2014,205000,499000,Benzín,Automatická,268,Sauto
Land Rover,Range Rover,2013,234112,499000,Nafta,Automatická,250,Sauto
Skoda,Superb,2021,147000,499000,Nafta,Automatická,110,Sauto
Bmw,Rada 6,2012,273000,499000,Benzín,Automatická,330,Sauto
Nissan,Leaf,2021,31990,499000,Elektro,Automatická,160,Sauto
Seat,Leon,2018,91650,499000,Benzín,Manuální,221,Sauto
Volkswagen,T-Roc,2018,90721,499000,nafta,manual,110,Autoesa
Seat,Leon,2021,95243,499000,Benzín,Automatická,110,Sauto
Peugeot,5008,2021,124000,499000,Nafta,Automatická,96,Sauto
Škoda,Karoq,2018,111846,499000,nafta,automat,110,Autoesa
Hyundai,Tucson,2021,144328,499000,Nafta,Automatická,100,Sauto
Nissan,Navara,2016,193422,499000,Nafta,Automatická,140,Sauto
Nissan,Leaf,2020,78010,499000,Elektro,Automatická,160,Sauto
Opel,Insignia,2019,60000,499000,Benzín,Automatická,147,Sauto
Volvo,S90,2016,184308,499000,Benzín,Automatická,235,Sauto
Citroen,C3,2025,2,499000,Benzín,Manuální,74,Sauto
Ford,Ranger,2017,152389,499000,Nafta,Automatická,147,Sauto
Land Rover,Discovery,2017,173000,499000,Nafta,Automatická,177,Sauto
Land Rover,Range Rover Sport,2011,177000,499000,Benzín,Automatická,375,Sauto
Bmw,Rada 2,2020,156000,499000,Nafta,Automatická,140,Sauto
Peugeot,2008,2025,2,499500,Benzín,Manuální,74,Sauto
Nissan,Juke,2024,9200,499800,Benzín,Automatická,86,Sauto
Peugeot,Boxer,2022,91058,499800,nafta,manual,103,Autoesa
Land Rover,Discovery Sport,2017,155580,499899,Nafta,Automatická,132,Sauto
Jeep,Avenger,2024,21678,499900,Benzín,Manuální,74,Sauto
Audi,A4,2016,163880,499900,Nafta,Automatická,200,Sauto
Audi,Rs5,2011,205804,499900,Benzín,Automatická,331,Sauto
Seat,Arona,2024,7,499900,Benzín,Manuální,85,Sauto
Peugeot,5008,2020,164191,499900,Nafta,Automatická,96,Sauto
Bmw,Z4,2009,156500,499900,Benzín,Automatická,190,Sauto
Hyundai,I30,2024,12101,499900,Benzín,Manuální,117,Sauto
Jeep,Grand Cherokee,2015,171000,499900,Nafta,Automatická,184,Sauto
Dodge,Ram,2014,246863,499900,Benzín,Automatická,291,Sauto
Volvo,Xc90,2016,235249,499900,Nafta,Automatická,177,Sauto
Volvo,V40,2019,22191,499900,Benzín,Automatická,112,Sauto
Nissan,Navara,2017,76000,499900,Nafta,Manuální,120,Sauto
Jeep,Avenger,2025,1,499900,Benzín,Manuální,74,Sauto
Jeep,Cherokee,2019,135441,499900,Benzín,Automatická,147,Sauto
Ford,Explorer,2016,131457,499900,Benzín,Automatická,227,Sauto
Porsche,Cayenne,2012,129104,499900,LPG + benzín,Automatická,220,Sauto
Hyundai,I30,2023,10883,499900,Benzín,Manuální,117,Sauto
Hyundai,Tucson,2022,18419,499900,Nafta,Manuální,85,Sauto
Peugeot,308,2023,27047,499900,Benzín,Manuální,96,Sauto
Nissan,Juke,2024,1,499900,Benzín,Automatická,84,Sauto
Hyundai,I30,2024,12991,499900,Benzín,Manuální,117,Sauto
Seat,Leon,2017,140900,499900,Benzín,Automatická,221,Sauto
Jeep,Avenger,2025,5,499900,Benzín,Manuální,74,Sauto
Audi,S5,2014,155130,499900,Benzín,Automatická,245,Sauto
Hyundai,Tucson,2021,60547,499900,Nafta,Manuální,85,Sauto
Hyundai,Tucson,2021,82290,499900,Nafta,Manuální,85,Sauto
Bmw,X5,2015,218198,499900,Nafta,Automatická,190,Sauto
Jeep,Grand Cherokee,2015,190000,499900,Nafta,Automatická,184,Sauto
Jeep,Compass,2020,23960,499900,Benzín,Automatická,125,Sauto
Seat,Leon,2017,119000,499900,Benzín,Manuální,213,Sauto
Volkswagen,Caddy,2021,120300,499900,Nafta,Manuální,75,Sauto
Seat,Leon,2022,112800,499900,Nafta,Automatická,110,Sauto
Bmw,Z4,2009,143276,499900,Benzín,Automatická,225,Sauto
Bmw,Rada 2,2019,77945,499900,Benzín,Automatická,103,Sauto
Nissan,Juke,2024,5,499900,Benzín,Manuální,84,Sauto
Bmw,Rada 3,2015,61430,499900,Benzín,Automatická,180,Sauto
Kia,Sportage,2020,89757,499900,Benzín,Automatická,130,Sauto
Jeep,Renegade,2023,17500,499900,Hybridní,Automatická,96,Sauto
Porsche,Boxster,2006,131000,499989,Benzín,Manuální,180,Sauto
Dodge,Ram,2004,128000,499990,Benzín,Automatická,291,Sauto
Renault,Megane,2021,28289,499990,Hybridní,Automatická,118,Sauto
Audi,A5,2018,136651,499990,Nafta,Automatická,110,Sauto
Porsche,Boxster,2005,156707,499990,Benzín,Automatická,176,Sauto
Renault,Espace,2019,159090,499994,Nafta,Automatická,147,Sauto
Bmw,X1,2019,70148,499999,Nafta,Automatická,110,Sauto
Dodge,Stealth,1995,123204,499999,Benzín,Manuální,220,Sauto
Land Rover,Defender,1999,247468,499999,Nafta,Manuální,90,Sauto
Seat,Ateca,2019,126000,499999,Benzín,Automatická,140,Sauto
Renault,Arkana,2022,33266,499999,Hybridní,Automatická,105,Sauto
Dodge,Grand Caravan,2019,112000,499999,Benzín,Automatická,208,Sauto
Mercedes Benz,Vito,2001,49847,499999,Benzín,Manuální,95,Sauto
Bmw,Rada 1,2020,36954,499999,Benzín,Manuální,103,Sauto
Skoda,Octavia,2021,93443,499999,Nafta,Automatická,110,Sauto
Mercedes Benz,Tridy C,2020,126500,499999,Hybridní,Automatická,225,Sauto
Mazda,Mx 30,2021,29505,499999,Elektro,Automatická,107,Sauto
Renault,Talisman,2019,25442,499999,Benzín,Automatická,165,Sauto
Mazda,6,2018,115500,500000,Benzín,Automatická,143,Sauto
Peugeot,2008,2020,16065,500000,benzín,manual,96,Autoesa
Mazda,Cx 30,2021,120414,500000,Benzín,Automatická,132,Sauto
Kia,Cee D,2023,24231,500000,Benzín,Automatická,118,Sauto
