Značka,Model,Najeté km,Cena,Palivo,Převodovka,Výkon (kW),Stari
Seat,Leon,74999,349000,Benzin,Automaticka,96,5
Citroen,C4,77050,349000,Benzin,Manualni,96,4
Volvo,Xc60,246946,349000,Nafta,Automaticka,162,8
Audi,A1,36450,349000,Benzin,Manualni,60,7
BMW,Rada 5,211798,349000,Nafta,Automaticka,190,13
Seat,Alhambra,246000,349000,Nafta,Manualni,110,7
BMW,Rada 3,165000,349000,Nafta,Manualni,140,9
Mazda,3,215640,349000,Benzin,Automaticka,90,6
Opel,Zafira,102000,349000,Benzin,Automaticka,100,6
Volvo,V60,159817,349000,Nafta,Manualni,133,11
Jeep,Grand Cherokee,198000,349000,Nafta,Automaticka,177,12
Hyundai,Tucson,137200,349000,Nafta,Manualni,100,10
Ford,Mondeo,150000,349000,Nafta,Automaticka,110,5
Jeep,Cherokee,196391,349000,Nafta,Automaticka,136,9
Land Rover,Discovery,233494,349000,Nafta,Automaticka,188,13
Kia,Optima,87213,349000,Nafta,Automaticka,104,9
Peugeot,2008,110982,349000,Nafta,Manualni,81,4
Citroen,C4 Spacetourer,150000,349000,Nafta,Automaticka,120,6
Volvo,C70,106000,349000,Nafta,Automaticka,130,14
Land Rover,Range Rover Evoque,112350,349000,Nafta,Manualni,110,9
Land Rover,Discovery Sport,160931,349000,Nafta,Manualni,110,7
Opel,Grandland X,115000,349000,Nafta,Manualni,96,4
Mazda,Cx 5,180462,349000,Benzin,Manualni,121,9
Seat,Alhambra,265000,349000,Nafta,Automaticka,130,11
Volkswagen,Transporter,340649,349000,Nafta,Manualni,75,10
Citroen,C3,39700,349000,Benzin,Manualni,60,3
Hyundai,Tucson,137200,349000,Nafta,Manualni,100,10
Jeep,Grand Cherokee,212000,349000,Nafta,Automaticka,177,14
BMW,X6,358000,349000,Nafta,Automaticka,180,13
Seat,Arona,45550,349000,Benzin,Manualni,70,3
Land Rover,Discovery,246000,349007,Nafta,Automaticka,188,13
Renault,Trafic,104257,349700,Nafta,Manualni,88,6
Renault,Trafic,106508,349700,Nafta,Manualni,88,7
Opel,Vivaro,66332,349700,Nafta,Manualni,92,7
Renault,Master,114961,349700,Nafta,Manualni,96,6
Ford,Transit,161724,349700,Nafta,Manualni,79,5
Ford,Transit,56753,349700,Nafta,Manualni,92,10
Opel,Combo,148839,349700,Nafta,Manualni,75,5
Renault,Trafic,103687,349700,Nafta,Manualni,88,6
Peugeot,Boxer,142424,349700,Nafta,Manualni,96,7
Skoda,Superb,249815,349800,Benzin,Automaticka,162,10
Seat,Leon,121166,349800,Benzin,Manualni,96,7
Volkswagen,Passat,175438,349800,Nafta,Automaticka,110,10
Opel,Combo,95700,349877,Benzin,Manualni,81,6
Citroen,C3 Aircross,35000,349877,Benzin,Manualni,81,4
Opel,Combo,84000,349877,Nafta,Manualni,75,6
Kia,Niro,55509,349900,Hybridni,Automaticka,104,7
Land Rover,Discovery,187267,349900,Nafta,Automaticka,180,13
Hyundai,I30,106674,349900,Benzin,Automaticka,88,4
Nissan,Qashqai,163458,349900,Nafta,Manualni,81,8
Kia,Cee D,81950,349900,Nafta,Manualni,100,3
BMW,Rada 2,143530,349900,Benzin,Manualni,80,6
Citroen,C4,44192,349900,Benzin,Manualni,96,4
BMW,Rada 2,82585,349900,Benzin,Manualni,80,6
Peugeot,Rifter,63546,349900,Benzin,Manualni,81,5
Hyundai,I20,9556,349900,Benzin,Manualni,62,1
Hyundai,I20,19778,349900,Benzin,Manualni,62,3
Skoda,Octavia,159900,349900,Nafta,Automaticka,85,6
Mazda,6,115532,349900,Benzin,Manualni,107,10
Jeep,Grand Cherokee,182200,349900,Nafta,Automaticka,140,12
Hyundai,Tucson,156100,349900,Benzin,Manualni,130,6
Land Rover,Discovery,264788,349900,Nafta,Automaticka,180,15
Seat,Leon,53072,349900,Benzin,Manualni,96,5
Peugeot,Rifter,149611,349900,Nafta,Manualni,96,5
Porsche,Cayenne,390201,349900,Benzin,Automaticka,294,14
Hyundai,Kona,71512,349900,Benzin,Manualni,88,7
Citroen,Berlingo,105454,349900,Nafta,Manualni,81,5
Jeep,Grand Cherokee,246200,349900,Nafta,Automaticka,184,11
Volvo,V90,288950,349901,Nafta,Automaticka,110,7
Kia,Sportage,88000,349980,Nafta,Manualni,85,7
Volkswagen,Passat Variant,146671,349990,Nafta,Automaticka,140,10
Volvo,V40,82000,349990,Nafta,Automaticka,110,6
Seat,Arona,124000,349990,Benzin,Manualni,70,5
Hyundai,Tucson,105575,349990,Benzin,Manualni,97,7
Volkswagen,Golf,61783,349990,Benzin,Manualni,92,7
Ford,Grand C Max,91750,349990,Benzin,Manualni,92,6
Audi,A6,207167,349990,Nafta,Automaticka,200,10
Mazda,6,149444,349995,Nafta,Automaticka,110,7
Nissan,Qashqai,152951,349999,Nafta,Manualni,96,8
Jeep,Cherokee,120626,349999,Nafta,Manualni,103,9
Mazda,Cx 5,86454,349999,Benzin,Manualni,121,9
Jeep,Grand Cherokee,300000,349999,Nafta,Automaticka,184,8
Land Rover,Range Rover Evoque,170252,349999,Nafta,Manualni,140,13
BMW,X3,101487,349999,Nafta,Automaticka,135,14
Peugeot,Rifter,187016,349999,Nafta,Manualni,96,6
Mazda,Cx 9,185000,349999,Benzin,Automaticka,204,10
Audi,Q7,143415,349999,Nafta,Automaticka,176,17
Volkswagen,Golf,192473,349999,Nafta,Manualni,110,5
Renault,Megane,136949,349999,Nafta,Automaticka,120,8
Jeep,Wrangler,124916,349999,Nafta,Automaticka,130,17
Kia,Sportage,89351,350000,Benzin,Manualni,130,7
Ford,Galaxy,84644,350000,Benzin,Manualni,118,8
Opel,Crossland,60129,350000,Benzin,Manualni,96,4
Citroen,C4,48610,350000,Benzin,Manualni,96,4
Nissan,Qashqai,87446,350000,Benzin,Manualni,103,5
Mazda,6,201288,350000,Nafta,Automaticka,107,7
Nissan,Qashqai,104370,350000,Benzin,Manualni,120,7
Nissan,Qashqai,51496,350000,Benzin,Automaticka,85,8
Jeep,Renegade,72990,350000,Benzin,Manualni,103,7
Peugeot,2008,55300,350000,Benzin,Manualni,96,6
Peugeot,3008,80572,350000,Benzin,Manualni,96,7
Kia,Optima,167165,350000,Nafta,Automaticka,100,5
Renault,Clio,33192,350000,Benzin,Manualni,67,3
Kia,Sportage,89351,350000,Benzin,Manualni,130,7
Hyundai,I10,5819,350000,Benzin,Manualni,61,3
Ford,Focus,77176,350000,Nafta,Manualni,88,5
Skoda,Superb,212118,350000,Nafta,Automaticka,110,9
Nissan,Qashqai,50840,350000,Benzin,Manualni,120,10
Renault,Megane,43567,350000,Nafta,Manualni,85,4
Ford,S-Max,156903,350000,Nafta,Automaticka,154,8
Renault,Megane,43567,350000,Nafta,Manualni,85,4
Peugeot,3008,152201,350000,Nafta,Automaticka,88,8
Hyundai,Santa,140052,350000,Nafta,Manualni,145,11
Audi,A6,189094,350000,Nafta,Automaticka,180,12
BMW,X3,144260,350000,Nafta,Automaticka,135,12
Peugeot,508,133073,350000,Nafta,Manualni,96,6
Ford,Ranger,210340,350000,Nafta,Manualni,147,11
Peugeot,3008,109734,350000,Nafta,Automaticka,88,9
Mazda,Cx 5,113243,350000,Benzin,Automaticka,118,12
Ford,S Max,156903,350000,Nafta,Automaticka,154,8
Hyundai,I10,746,350000,Benzin,Manualni,73,2
Renault,Clio,33192,350000,Benzin,Manualni,67,3
Hyundai,Santa,222139,350000,Nafta,Automaticka,147,8
Renault,Clio,26097,350000,Benzin,Manualni,67,3
Kia,Sportage,97615,350000,Nafta,Automaticka,135,11
Nissan,Qashqai,58020,350000,Benzin,Manualni,103,6
BMW,X3,144260,350000,Nafta,Automaticka,135,12
Skoda,Fabia,17604,350000,Benzin,Manualni,59,2
BMW,X3,156708,350000,Nafta,Automaticka,190,13
Hyundai,Tucson,140929,350000,Benzin,Automaticka,130,8
Opel,Insignia,114296,350000,Nafta,Manualni,125,8
Opel,Crossland,37391,350000,Benzin,Manualni,81,3
BMW,X1,218000,350000,Nafta,Automaticka,140,9
Audi,Q5,197189,350000,Nafta,Automaticka,180,12
Citroen,Jumper,181659,350000,Nafta,Manualni,120,7
Volvo,V60,243102,350000,Nafta,Automaticka,110,6
Citroen,C3,15849,350000,Benzin,Manualni,81,3
Skoda,Superb,219123,350000,Nafta,Automaticka,140,10
Renault,Clio,22572,350000,Benzin,Manualni,67,3
Peugeot,2008,74893,350000,Benzin,Manualni,96,5
Renault,Clio,39097,350000,Benzin,Manualni,67,3
BMW,Rada 3,135843,350000,Benzin,Manualni,170,22
Renault,Clio,26097,350000,Benzin,Manualni,67,3
Citroen,C4,48610,350000,Benzin,Manualni,96,4
Hyundai,Santa,153480,350000,Nafta,Automaticka,145,12
BMW,X3,186513,350000,Nafta,Automaticka,190,14
Jeep,Grand Cherokee,152063,350000,Nafta,Automaticka,177,14
Ford,S-Max,197994,350000,Nafta,Automaticka,132,8
Kia,Stonic,14880,350000,Benzin,Manualni,62,2
Kia,Cee D,25450,350000,Benzin,Manualni,103,5
Skoda,Superb,167723,350000,Nafta,Manualni,88,7
Skoda,Scala,87378,350000,Nafta,Manualni,85,5
Mazda,6,152000,350000,Benzin,Manualni,121,10
Seat,Arona,60114,350000,Benzin,Manualni,85,7
Hyundai,I30,67499,350000,Nafta,Manualni,85,4
Audi,A6,189479,350000,Nafta,Automaticka,180,13
Opel,Insignia,114296,350000,Nafta,Manualni,125,8
Nissan,Qashqai,50840,350000,Benzin,Manualni,120,10
Hyundai,I30,117095,350000,Hybridni,Manualni,100,3
Citroen,C3,16436,350000,Benzin,Automaticka,81,6
BMW,X3,186513,350000,Nafta,Automaticka,190,14
Land Rover,Range Rover Evoque,158722,350000,Nafta,Automaticka,140,13
Volkswagen,Passat,142538,350000,Nafta,Automaticka,110,10
Audi,Q3,66000,350000,Benzin,Manualni,125,13
Opel,Astra,43923,350000,Benzin,Manualni,147,10
Citroen,Berlingo,87471,350000,Benzin,Manualni,81,6
Renault,Trafic,110225,350900,Nafta,Manualni,88,6
Seat,Ibiza,42197,351000,Benzin,Automaticka,81,4
Nissan,Navara,445200,352000,Nafta,Manualni,120,8
Opel,Vivaro,174109,353000,Nafta,Manualni,88,10
Ford,Focus,148317,354000,Nafta,Manualni,88,3
Seat,Leon,223486,354000,Nafta,Automaticka,110,4
Ford,Transit,89867,354600,Nafta,Manualni,74,5
Audi,A4,136842,354999,Nafta,Manualni,110,7
Peugeot,3008,103357,354999,Benzin,Automaticka,96,8
Kia,Sorento,221200,354999,Nafta,Automaticka,147,11
Volkswagen,Tiguan,71300,355000,Benzin,Manualni,118,11
Seat,Leon,78000,355000,Benzin,Manualni,110,7
Skoda,Kamiq,42916,355000,Benzin,Manualni,70,5
Citroen,C5 Aircross,93820,355000,Benzin,Manualni,96,6
Nissan,Qashqai,114127,355000,Benzin,Automaticka,117,6
Hyundai,I30,78298,355000,Benzin,Manualni,88,3
Volvo,Xc90,189924,355000,Nafta,Automaticka,147,14
Renault,Megane,131936,355000,Benzin,Automaticka,151,9
Skoda,Superb,187763,355000,Nafta,Manualni,110,9
Renault,Talisman,208000,355000,Benzin,Automaticka,116,4
Nissan,Qashqai,114127,355000,Benzin,Automaticka,117,6
Volkswagen,Polo,36818,355000,Benzin,Manualni,70,3
Seat,Leon,98143,355000,Benzin,Manualni,96,5
Seat,Ateca,217644,355000,Nafta,Automaticka,140,8
Jeep,Cherokee,146339,355000,Nafta,Automaticka,147,10
Land Rover,Range Rover Evoque,124148,355000,Nafta,Manualni,110,9
Skoda,Karoq,171374,355000,Nafta,Manualni,85,7
Seat,Leon,33659,355900,Benzin,Manualni,96,6
Audi,Q3,154202,356000,Nafta,Automaticka,130,13
Renault,Captur,79228,356000,Benzin,Manualni,74,5
Ford,S Max,225325,357000,Nafta,Manualni,110,5
Skoda,Scala,60635,357000,Benzin,Manualni,81,4
Kia,Rio,2800,357997,Benzin,Manualni,74,2
Ford,Mondeo,132000,358000,Nafta,Manualni,110,5
Peugeot,508,114500,358000,Nafta,Automaticka,96,6
Skoda,Octavia,149135,358000,Nafta,Automaticka,110,7
Ford,Mondeo,159907,358000,Nafta,Automaticka,110,5
Ford,Mondeo,155000,358000,Nafta,Manualni,110,4
Ford,Transit,159161,358000,Nafta,Manualni,74,12
Skoda,Octavia,141334,358000,Nafta,Automaticka,110,6
Audi,A3,105495,358000,Nafta,Manualni,81,8
Peugeot,3008,147494,358000,Nafta,Manualni,96,5
Audi,A4,179293,358000,Nafta,Automaticka,90,6
Opel,Insignia,124809,358000,Benzin,Manualni,147,6
Opel,Astra,128164,358000,Nafta,Automaticka,90,4
Audi,A4,179293,358000,Nafta,Automaticka,90,6
Audi,A3,105495,358000,Nafta,Manualni,81,8
Mazda,Cx 5,185406,358000,Nafta,Automaticka,110,7
Skoda,Karoq,149278,358000,Benzin,Manualni,85,6
Ford,Mondeo,178070,358000,Nafta,Automaticka,110,4
Volkswagen,Passat,199826,358000,Nafta,Automaticka,110,6
Volkswagen,Sharan,160058,358000,Nafta,Manualni,103,11
Jeep,Compass,152412,358000,Nafta,Manualni,103,6
Audi,A6,175480,358000,Nafta,Automaticka,180,12
Hyundai,Tucson,53535,358000,Benzin,Manualni,97,9
Skoda,Octavia,96735,358000,Benzin,Automaticka,96,6
Skoda,Octavia,143214,358000,Benzin,Automaticka,110,5
Hyundai,Tucson,53535,358000,Benzin,Manualni,97,9
Hyundai,I30,57948,359000,Benzin,Manualni,88,3
Peugeot,5008,158000,359000,Nafta,Manualni,96,6
Ford,Mondeo,142000,359000,Nafta,Automaticka,110,6
Opel,Insignia,154536,359000,Nafta,Automaticka,154,7
Mazda,Mx 5,150000,359000,Benzin,Manualni,118,14
Kia,Cee D,60496,359000,Benzin,Manualni,74,3
Volkswagen,Golf Variant,168315,359000,Nafta,Automaticka,110,5
BMW,I3,28000,359000,Elektro,Automaticka,125,7
Peugeot,3008,106351,359000,Nafta,Automaticka,88,7
Audi,A6 Allroad,209000,359000,Nafta,Automaticka,180,11
Opel,Grandland X,99020,359000,Benzin,Manualni,96,6
Mazda,Cx 5,110272,359000,Benzin,Manualni,118,11
Mazda,Cx 3,45783,359000,Benzin,Manualni,88,7
Land Rover,Range Rover Evoque,142989,359000,Nafta,Automaticka,140,13
Jeep,Wrangler,214642,359000,Benzin,Manualni,130,28
Nissan,Qashqai,112000,359000,Benzin,Manualni,120,10
Nissan,Qashqai,79288,359000,Nafta,Manualni,96,7
Hyundai,Tucson,61838,359000,Benzin,Manualni,130,9
Volvo,V60,225033,359000,Nafta,Automaticka,140,6
Jeep,Grand Cherokee,105823,359000,Nafta,Automaticka,177,14
Audi,A4,218,359000,Nafta,Automaticka,140,6
Seat,Ateca,158176,359000,Benzin,Manualni,85,5
Opel,Insignia,154536,359000,Nafta,Automaticka,154,7
Citroen,Grand C4 Spacetourer,155000,359000,Nafta,Automaticka,96,4
Peugeot,Rifter,151146,359300,Nafta,Manualni,96,4
Opel,Vivaro,111088,359400,Nafta,Manualni,88,7
Hyundai,I30,87330,359900,Benzin,Automaticka,103,6
Land Rover,Range Rover Evoque,184833,359900,Nafta,Automaticka,110,10
Citroen,C4 Spacetourer,137250,359900,Benzin,Automaticka,96,5
Citroen,C3,1,359900,Benzin,Manualni,74,0
Hyundai,Tucson,154952,359900,Benzin,Manualni,130,7
Mazda,Cx 3,89203,359900,Benzin,Manualni,110,10
Seat,Alhambra,239457,359900,Nafta,Manualni,103,11
Land Rover,Discovery,298288,359900,Nafta,Automaticka,155,12
Seat,Leon,146325,359900,Benzin,Automaticka,132,9
Jeep,Cherokee,181290,359900,Nafta,Automaticka,147,9
Land Rover,Discovery,212139,359900,Nafta,Automaticka,155,14
BMW,Rada 5,156399,359900,Nafta,Automaticka,140,10
Volkswagen,Golf,149900,359900,Benzin,Manualni,103,11
Kia,Sportage,73914,359900,Benzin,Manualni,130,8
Renault,Captur,44475,359990,Benzin,Manualni,67,4
Hyundai,Tucson,136400,359990,Benzin,Manualni,130,8
Opel,Crossland,54792,359999,Benzin,Automaticka,96,4
BMW,X3,175000,359999,Benzin,Automaticka,225,14
Audi,A7,244649,359999,Nafta,Automaticka,180,13
BMW,X3,83109,359999,Nafta,Automaticka,230,12
Audi,A7,163900,359999,Benzin,Automaticka,150,14
Renault,Captur,55050,360000,Benzin,Automaticka,110,6
Kia,Ceed,42723,360000,Benzin,Manualni,103,6
Kia,Ceed,92293,360000,Benzin,Manualni,117,3
Kia,Sportage,189069,360000,Benzin,Automaticka,130,7
Mazda,Cx 3,86271,360000,Benzin,Manualni,88,7
Volkswagen,Passat,164383,360000,Nafta,Automaticka,110,8
Hyundai,I30,42978,360000,Benzin,Manualni,81,3
Seat,Arona,38360,360000,Benzin,Manualni,66,5
Seat,Arona,62576,360000,Benzin,Manualni,85,5
Seat,Ateca,151995,360000,Benzin,Manualni,110,8
Kia,Cee D,42723,360000,Benzin,Manualni,103,6
Seat,Leon,78574,360000,Benzin,Automaticka,96,5
Hyundai,Santa Fe,202516,360000,Nafta,Automaticka,145,11
Kia,Sportage,126467,360000,Nafta,Manualni,136,9
Seat,Leon,78574,360000,Benzin,Automaticka,96,5
Audi,A3,101571,360000,Benzin,Manualni,110,10
Volvo,Xc70,230075,360000,Nafta,Automaticka,162,10
Audi,A3,101571,360000,Benzin,Manualni,110,10
Citroen,Berlingo,51849,360000,Benzin,Manualni,81,6
Seat,Leon,144235,360000,Nafta,Automaticka,110,5
Seat,Leon,142345,360000,Benzin,Automaticka,110,8
Skoda,Scala,69746,360000,Nafta,Automaticka,85,6
Peugeot,2008,70309,360000,Benzin,Manualni,74,5
Kia,Sportage,126467,360000,Nafta,Manualni,136,9
Hyundai,I20,32837,360000,Benzin,Manualni,73,3
Renault,Grand,130838,360000,Nafta,Manualni,88,6
Seat,Arona,38360,360000,Benzin,Manualni,66,5
Seat,Leon,142345,360000,Benzin,Automaticka,110,8
Hyundai,Tucson,69947,360000,Nafta,Manualni,85,7
Volkswagen,Caddy,123927,360000,Nafta,Manualni,75,8
Nissan,X Trail,77975,360000,Benzin,Manualni,120,9
Nissan,X-Trail,77975,360000,Benzin,Manualni,120,9
Nissan,Leaf,31000,360000,Elektro,Automaticka,110,6
Peugeot,3008,75763,360000,Benzin,Manualni,96,6
Kia,Sportage,189069,360000,Benzin,Automaticka,130,7
Kia,Cee D,92293,360000,Benzin,Manualni,117,3
Peugeot,508,76420,360000,Nafta,Automaticka,133,8
Volkswagen,Touran,166651,360000,Nafta,Manualni,110,9
Kia,Sorento,112755,360000,Nafta,Automaticka,145,12
Land Rover,Range Rover Evoque,190193,360000,Nafta,Automaticka,132,9
Ford,Galaxy,163132,360000,Nafta,Automaticka,110,8
Mazda,Cx 3,69731,360000,Benzin,Manualni,89,6
Hyundai,I30,39254,360000,Benzin,Manualni,80,3
Seat,Ateca,212165,360000,Nafta,Automaticka,140,9
Volkswagen,Passat,183148,360000,Nafta,Automaticka,140,9
Volkswagen,Touran,166651,360000,Nafta,Manualni,110,9
Volkswagen,Multivan,206618,360000,Nafta,Manualni,75,17
Volkswagen,Passat,198675,360000,Nafta,Manualni,110,7
Volkswagen,Touran,165258,360000,Benzin,Automaticka,110,9
Volkswagen,Sportsvan,77162,360000,Benzin,Manualni,92,9
Land Rover,Discovery Sport,125000,361790,Nafta,Automaticka,132,9
Opel,Vivaro,136260,361800,Nafta,Manualni,88,6
Peugeot,Boxer,141593,361800,Nafta,Manualni,103,5
Jeep,Cherokee,213125,362000,Nafta,Automaticka,125,10
Ford,Transit,228381,363000,Nafta,Manualni,114,10
Peugeot,Boxer,120891,363000,Nafta,Manualni,103,5
Citroen,C5,176002,364000,Nafta,Automaticka,130,6
Kia,Cee D,109800,364000,Benzin,Manualni,118,4
BMW,Rada 2,48729,364901,Benzin,Manualni,80,6
Nissan,Qashqai,91071,364990,Benzin,Manualni,103,7
Hyundai,I30,109220,364990,Benzin,Automaticka,117,5
Mazda,6,176500,365000,Benzin,Manualni,107,8
Peugeot,2008,48791,365000,Benzin,Manualni,74,5
Renault,Grand,127474,365000,Nafta,Automaticka,88,4
Ford,Ranger,132075,365000,Nafta,Automaticka,110,11
Porsche,Cayenne,346000,365000,Nafta,Automaticka,180,13
Citroen,Berlingo,131042,365000,Nafta,Manualni,96,6
Renault,Grand Scenic,127474,365000,Nafta,Automaticka,88,4
Renault,Twingo,4150,365000,Elektro,Automaticka,60,3
Renault,Espace,101460,365000,Nafta,Automaticka,118,10
Hyundai,I30,63888,365000,Benzin,Manualni,88,3
BMW,Rada 3,170510,365000,Benzin,Automaticka,225,12
Hyundai,I30,70039,365000,Benzin,Manualni,88,3
Volkswagen,Touran,139369,365000,Nafta,Manualni,110,10
Audi,A4,92368,365000,Benzin,Manualni,110,9
Hyundai,I30,58127,365000,Benzin,Manualni,88,3
Opel,Grandland,68485,365000,Benzin,Automaticka,96,6
Audi,A4,92368,365000,Benzin,Manualni,110,9
Audi,A3,157679,365000,Nafta,Automaticka,85,7
Renault,Espace,83103,365000,Nafta,Automaticka,118,8
Renault,Espace,107689,365000,Nafta,Automaticka,118,9
Skoda,Scala,96213,365000,Nafta,Automaticka,85,6
Ford,Mondeo,174500,365000,Nafta,Automaticka,140,6
Peugeot,3008,77447,365000,Benzin,Manualni,96,8
Audi,A4,154329,365000,Nafta,Manualni,110,8
Audi,A3,157679,365000,Nafta,Automaticka,85,7
BMW,Rada 1,112651,365000,Nafta,Automaticka,140,8
Ford,Ranger,132075,365000,Nafta,Automaticka,110,11
Skoda,Superb,194567,365000,Nafta,Automaticka,140,9
Ford,Kuga,141000,365000,Nafta,Manualni,110,7
Land Rover,Discovery Sport,129330,365000,Nafta,Automaticka,132,9
Volkswagen,Passat,151214,365000,Nafta,Manualni,110,7
Volkswagen,Touran,114895,365000,Nafta,Manualni,81,9
Volvo,V60,199300,366000,Nafta,Manualni,110,4
Volkswagen,Passat Variant,194212,366000,Nafta,Automaticka,110,5
Opel,Grandland X,114000,367000,Nafta,Automaticka,96,5
Peugeot,508,141324,368000,Nafta,Automaticka,96,5
Volkswagen,Golf,128507,368000,Nafta,Automaticka,110,5
Ford,S Max,172270,368000,Nafta,Automaticka,132,7
Seat,Leon,48292,368000,Benzin,Manualni,96,5
Seat,Leon,155933,368000,Nafta,Automaticka,110,5
Kia,Sportage,99000,368900,Nafta,Manualni,136,9
Opel,Mokka,69905,368900,Benzin,Automaticka,103,6
Citroen,Berlingo,174995,368900,Nafta,Manualni,96,4
Seat,Alhambra,148300,368990,Nafta,Manualni,103,13
Volvo,S60,71500,369000,Benzin,Manualni,112,9
Peugeot,3008,141805,369000,Benzin,Automaticka,96,5
Land Rover,Range Rover Evoque,136100,369000,Benzin,Automaticka,177,13
Land Rover,Discovery Sport,160000,369000,Nafta,Automaticka,132,10
Mazda,6,181000,369000,Nafta,Automaticka,110,6
Hyundai,Tucson,189800,369000,Nafta,Manualni,100,6
Hyundai,I30,65489,369000,Benzin,Manualni,88,3
Peugeot,5008,175000,369000,Nafta,Manualni,96,6
Peugeot,5008,173000,369000,Nafta,Manualni,96,6
Hyundai,Bayon,13074,369000,Benzin,Manualni,62,1
Seat,Arona,63402,369000,Benzin,Automaticka,85,7
Mazda,6,132500,369000,Benzin,Manualni,107,9
Ford,Mondeo,100000,369000,Nafta,Automaticka,110,6
Ford,Mondeo,140000,369000,Nafta,Automaticka,140,6
Ford,S Max,172000,369000,Nafta,Automaticka,110,5
Ford,Mondeo,158500,369000,Nafta,Automaticka,110,4
Seat,Leon,25396,369000,Benzin,Manualni,81,4
Peugeot,3008,138218,369000,Nafta,Automaticka,96,7
Opel,Corsa,79000,369000,Benzin,Automaticka,96,5
Ford,Kuga,146598,369000,Nafta,Automaticka,132,8
Skoda,Yeti,115928,369000,Nafta,Automaticka,125,11
Nissan,Navara,226000,369000,Nafta,Manualni,120,9
Audi,Q5,147721,369000,Benzin,Manualni,165,11
Hyundai,I30,65489,369000,Benzin,Manualni,88,3
Renault,Clio,14000,369000,Benzin,Manualni,67,3
Ford,Focus,88362,369000,Nafta,Automaticka,88,4
Kia,Stonic,13900,369000,Benzin,Manualni,62,2
Peugeot,5008,170000,369000,Nafta,Manualni,96,6
Ford,Kuga,146598,369000,Nafta,Automaticka,132,8
Peugeot,3008,86284,369000,Nafta,Manualni,88,7
Mazda,Mx 30,74970,369000,Elektro,Automaticka,107,5
Mazda,Cx 3,80353,369000,Benzin,Manualni,88,7
BMW,Rada 5,227049,369000,Nafta,Automaticka,280,13
Renault,Talisman,131800,369000,Benzin,Automaticka,147,8
Volkswagen,Passat,146155,369000,Benzin,Automaticka,132,9
Peugeot,5008,106000,369000,Benzin,Manualni,96,6
Hyundai,Tucson,99000,369000,Nafta,Manualni,85,9
Jeep,Cherokee,152900,369000,Nafta,Automaticka,147,9
Kia,Picanto,1,369000,Benzin,Manualni,46,1
Land Rover,Range Rover Evoque,192000,369000,Nafta,Automaticka,132,8
Ford,Mondeo,160000,369000,Nafta,Automaticka,110,5
Peugeot,Rifter,74120,369100,Nafta,Manualni,75,4
Ford,Transit,165733,369100,Nafta,Manualni,77,6
Peugeot,Boxer,123587,369100,Nafta,Manualni,103,4
Peugeot,Boxer,105155,369100,Nafta,Manualni,103,5
BMW,Rada 7,190000,369800,Nafta,Automaticka,230,12
Volkswagen,Touran,165051,369800,Nafta,Manualni,85,9
Renault,Kadjar,70200,369877,Benzin,Manualni,103,6
BMW,Rada 4,114600,369900,Benzin,Automaticka,139,11
Peugeot,Partner,126598,369900,Nafta,Manualni,75,4
BMW,Rada 5,112551,369900,Nafta,Automaticka,160,10
Mazda,3,75581,369900,Benzin,Manualni,88,9
Citroen,C3,950,369900,Benzin,Manualni,74,0
Hyundai,Kona,31223,369900,Benzin,Manualni,88,4
Opel,Combo,164168,369900,Nafta,Manualni,96,5
Kia,Cee D,106399,369900,Benzin,Automaticka,103,5
Hyundai,I30,67874,369900,Nafta,Manualni,85,3
Mazda,3,102824,369990,Benzin,Manualni,90,6
Hyundai,Tucson,99452,369990,Benzin,Manualni,130,6
Hyundai,Tucson,135067,369990,Benzin,Manualni,130,6
Hyundai,I30,65600,369990,Benzin,Automaticka,88,4
Mazda,Cx 5,123000,369998,Nafta,Automaticka,129,8
Kia,Sportage,142624,369999,Nafta,Automaticka,136,8
Jeep,Renegade,153500,369999,Nafta,Automaticka,103,9
Renault,Master,203907,369999,Nafta,Manualni,74,11
Volvo,Xc90,149339,369999,Nafta,Automaticka,147,14
Jeep,Renegade,97807,369999,Benzin,Automaticka,103,7
Volkswagen,Caddy,227864,369999,Nafta,Manualni,75,5
