Značka,Model,Najeté km,Cena,Palivo,Převodovka,Výkon (kW),Stari
Hyundai,Santa,140093,315000,Nafta,Manualni,110,11
Kia,Sportage,106565,315000,Benzin,Manualni,97,9
BMW,Rada 3,169984,315000,Nafta,Manualni,110,9
Mazda,Cx 5,162000,315000,Benzin,Manualni,118,11
Volkswagen,Passat,132784,315000,Nafta,Manualni,110,10
Skoda,Superb,171422,316000,Nafta,Manualni,88,9
Renault,Kadjar,122629,317000,Nafta,Manualni,96,8
Renault,Clio,32186,318000,Benzin,Manualni,67,3
Opel,Crossland,65261,318000,Benzin,Manualni,81,4
Nissan,Qashqai,95083,318000,Benzin,Automaticka,85,8
Nissan,Qashqai,95083,318000,Benzin,Automaticka,85,8
Nissan,Leaf,92213,318000,Elektro,Automaticka,110,6
Opel,Grandland,101734,318000,Nafta,Manualni,96,6
Ford,Focus,117203,318000,Benzin,Manualni,184,12
Seat,Leon,157200,318990,Nafta,Automaticka,135,10
Peugeot,208,11384,318999,Benzin,Manualni,55,2
Audi,A4,124000,319000,Nafta,Automaticka,110,10
Volkswagen,Passat,210375,319000,Nafta,Automaticka,140,9
Nissan,Navara,169000,319000,Nafta,Manualni,106,10
Mazda,Cx 5,135010,319000,Benzin,Manualni,118,13
Peugeot,Rifter,128000,319000,Nafta,Manualni,75,5
Mazda,Cx 5,135021,319000,Benzin,Automaticka,118,13
Volvo,Xc60,189000,319000,Nafta,Automaticka,151,14
Kia,Sportage,152626,319000,Benzin,Manualni,97,9
Renault,Captur,71000,319000,Benzin,Manualni,96,6
Renault,Megane,136306,319000,Benzin,Automaticka,103,5
Ford,Focus,131791,319000,Nafta,Automaticka,110,6
Land Rover,Range Rover Evoque,112030,319000,Nafta,Automaticka,110,12
Ford,Mondeo,154000,319000,Nafta,Manualni,110,5
Kia,Sportage,152626,319000,Benzin,Manualni,97,9
Kia,Ceed,63942,319000,Benzin,Manualni,103,6
Renault,Captur,25561,319000,Benzin,Manualni,66,6
Seat,Arona,81343,319000,Benzin,Manualni,70,6
Seat,Leon,44469,319000,Benzin,Manualni,81,5
Hyundai,Tucson,136377,319000,Nafta,Manualni,85,9
Seat,Leon,126345,319000,Benzin,Manualni,92,8
Jeep,Compass,209000,319000,Nafta,Manualni,103,7
Renault,Scenic,127641,319000,Benzin,Automaticka,103,7
Jeep,Grand Cherokee,227000,319000,Benzin,Automaticka,210,14
Volkswagen,Sportsvan,108332,319000,Benzin,Automaticka,92,9
Nissan,X Trail,146301,319000,Benzin,Manualni,120,9
Citroen,Grand C4 Spacetourer,149000,319000,Nafta,Manualni,96,3
Citroen,Grand C4 Picasso,80721,319000,Benzin,Manualni,96,7
Hyundai,I30,133875,319000,Benzin,Manualni,81,4
Mazda,6,121350,319000,Benzin,Automaticka,121,13
Mazda,6,183568,319000,Nafta,Automaticka,110,6
Volkswagen,Sharan,228006,319000,Nafta,Manualni,110,9
Seat,Leon,184000,319000,Nafta,Manualni,85,4
BMW,Rada 3,102190,319000,Nafta,Automaticka,135,10
Jeep,Grand Cherokee,232000,319000,Nafta,Automaticka,160,14
Volkswagen,Caddy,173785,319500,Nafta,Manualni,75,9
Hyundai,Tucson,141409,319900,Nafta,Automaticka,104,8
Land Rover,Range Rover Evoque,192371,319900,Nafta,Automaticka,110,12
Seat,Leon,85880,319900,Benzin,Manualni,81,4
BMW,Rada 5,183000,319900,Nafta,Automaticka,135,12
Nissan,X Trail,188000,319900,Nafta,Automaticka,96,8
Mazda,Cx 5,132000,319900,Benzin,Manualni,118,12
Mazda,Cx 5,133444,319900,Nafta,Automaticka,110,10
Kia,Venga,25408,319900,Benzin,Automaticka,91,7
Opel,Astra,60900,319900,Nafta,Automaticka,90,4
Nissan,X Trail,158000,319900,Nafta,Manualni,96,9
Kia,Stonic,34360,319900,Benzin,Manualni,61,3
Kia,Sportage,117676,319990,Nafta,Manualni,85,9
BMW,I3,98456,319990,Elektro,Automaticka,125,11
Volvo,V60,135300,319999,Nafta,Manualni,140,9
Peugeot,Rifter,125878,320000,Nafta,Manualni,75,5
Peugeot,208,37686,320000,Benzin,Manualni,75,5
Nissan,Pathfinder,265000,320000,Nafta,Automaticka,160,14
Volkswagen,Tiguan,90721,320000,Benzin,Manualni,118,11
Hyundai,Tucson,185423,320000,Nafta,Manualni,85,8
Nissan,X Trail,176520,320000,Nafta,Manualni,130,8
Nissan,X-Trail,178264,320000,Nafta,Automaticka,130,8
Audi,A3,128545,320000,Nafta,Automaticka,85,8
Jeep,Grand Cherokee,120193,320000,Nafta,Automaticka,140,12
Seat,Alhambra,113828,320000,Benzin,Automaticka,110,14
Audi,A6 Avant,304549,320000,Nafta,Automaticka,150,12
Renault,Talisman,125131,320000,Nafta,Manualni,118,8
Opel,Insignia,190000,320000,Nafta,Automaticka,154,7
Opel,Mokka,31529,320000,Benzin,Manualni,85,7
Audi,A4,226309,320000,Nafta,Manualni,110,9
Kia,Ceed,106075,320000,Benzin,Manualni,117,3
Hyundai,I30,125937,320000,Benzin,Manualni,81,4
Renault,Captur,11736,320000,Benzin,Manualni,66,5
Ford,Focus,112308,320000,Nafta,Manualni,88,6
Skoda,Superb,215682,320000,Nafta,Manualni,140,8
Hyundai,Tucson,136338,320000,Nafta,Manualni,85,8
Hyundai,Tucson,194730,320000,Nafta,Automaticka,136,10
Audi,A5,205500,320000,Benzin,Manualni,155,13
Ford,Kuga,104322,320000,Benzin,Manualni,110,7
Nissan,X Trail,178264,320000,Nafta,Automaticka,130,8
Nissan,Qashqai,59912,320000,Benzin,Manualni,120,10
Nissan,Leaf,101460,320000,Elektro,Automaticka,110,6
Audi,A4,197450,320000,Nafta,Manualni,140,9
Volkswagen,Passat,189750,320000,Nafta,Automaticka,110,11
Nissan,Qashqai,140337,320000,Benzin,Manualni,120,8
Ford,Mondeo,153612,320000,Nafta,Manualni,110,9
Audi,A4,197450,320000,Nafta,Manualni,140,9
Hyundai,I30,57594,320000,Benzin,Manualni,80,3
Citroen,C3 Aircross,66379,320000,Benzin,Automaticka,81,6
Hyundai,Tucson,160580,320000,Nafta,Manualni,85,9
Volkswagen,Passat,165463,320000,Nafta,Automaticka,110,9
Hyundai,I30,110504,320000,Benzin,Automaticka,103,7
Nissan,X-Trail,176520,320000,Nafta,Manualni,130,8
Mazda,Cx 3,85000,320000,Benzin,Manualni,88,9
Jeep,Renegade,139589,320000,Nafta,Automaticka,103,10
Mazda,Cx 3,117144,320000,Benzin,Manualni,88,10
Mazda,2,56649,320000,Benzin,Manualni,66,6
Nissan,Nv200,56509,320000,Nafta,Manualni,81,7
Audi,Tt,240000,320000,Benzin,Manualni,230,19
Opel,Crossland,63181,320000,Benzin,Automaticka,81,6
Mazda,Cx 3,92818,320000,Benzin,Manualni,88,8
Skoda,Octavia,142358,320000,Nafta,Manualni,110,6
Nissan,Qashqai,151739,320000,Nafta,Manualni,81,7
Mazda,Cx 5,89170,320000,Nafta,Manualni,110,8
Opel,Corsa,38374,320650,Benzin,Manualni,74,5
Peugeot,Boxer,94946,320700,Nafta,Manualni,96,7
Citroen,Jumpy,147054,320700,Nafta,Manualni,110,7
Ford,Transit,151036,320700,Nafta,Manualni,77,8
Kia,Sportage,74463,321100,Benzin,Manualni,97,7
Skoda,Octavia,152772,322000,Nafta,Manualni,85,5
Kia,Sportage,113504,323000,Nafta,Automaticka,100,10
Kia,Sportage,113504,323000,Nafta,Automaticka,100,10
Volkswagen,Passat,204028,324000,Nafta,Manualni,110,8
Hyundai,I30,68016,324000,Benzin,Manualni,88,4
Citroen,C3,5695,324000,Benzin,Manualni,61,3
Jeep,Renegade,168700,324877,Nafta,Automaticka,103,8
Mazda,6,157285,324900,Benzin,Manualni,107,10
Opel,Corsa,18041,324990,Benzin,Manualni,55,2
Opel,Corsa,11923,324990,Benzin,Manualni,55,2
Jeep,Compass,200000,324999,Nafta,Manualni,103,7
Opel,Astra,59613,324999,Benzin,Manualni,92,6
Renault,Talisman,279000,325000,Benzin,Automaticka,165,6
Audi,A3,167773,325000,Nafta,Automaticka,85,7
Hyundai,Bayon,7517,325000,Benzin,Manualni,62,2
Ford,Kuga,141145,325000,Benzin,Manualni,110,6
Citroen,Berlingo,92520,325000,Nafta,Manualni,75,5
Hyundai,I20,20120,325000,Benzin,Manualni,74,2
Mazda,Cx 3,98686,325000,Benzin,Manualni,88,9
Nissan,Qashqai,138849,325000,Nafta,Manualni,96,10
Volkswagen,Tiguan,83793,325000,Benzin,Manualni,118,11
Seat,Arona,86792,325000,Benzin,Manualni,70,6
Kia,Sportage,113359,325000,Benzin,Manualni,97,9
Renault,Kadjar,93698,325000,Nafta,Manualni,96,7
Volkswagen,Passat,160999,325000,Nafta,Manualni,110,9
Nissan,Qashqai,138849,325000,Nafta,Manualni,96,10
Mazda,6,212000,325000,Benzin,Automaticka,141,12
Dodge,Ram,261000,325000,Benzin,Automaticka,257,19
Skoda,Octavia,168421,325000,Nafta,Automaticka,85,6
Ford,S Max,202534,325000,Nafta,Manualni,110,6
Volvo,Xc60,344150,325000,Nafta,Automaticka,140,10
Peugeot,3008,135121,325000,Nafta,Manualni,88,8
Skoda,Superb,215233,325000,Nafta,Manualni,110,7
Skoda,Octavia,107594,325000,Nafta,Manualni,85,7
Ford,Focus,76635,325000,Nafta,Manualni,88,4
Skoda,Octavia,147102,325000,Benzin,Manualni,162,12
Ford,Tourneo Courier,27923,325000,Nafta,Manualni,73,4
Ford,Mondeo,117746,325000,Nafta,Automaticka,132,8
Opel,Corsa,31119,325000,Benzin,Manualni,74,3
Volkswagen,Tiguan,22073,325000,Benzin,Manualni,90,11
Land Rover,Discovery Sport,145204,325000,Nafta,Manualni,110,9
Renault,Master,173567,325500,Nafta,Manualni,107,6
Mazda,Cx 5,160252,325900,Benzin,Manualni,118,12
Hyundai,I30,64197,326000,Benzin,Manualni,81,5
Hyundai,I30,64197,326000,Benzin,Manualni,81,5
Opel,Vivaro,123813,326700,Nafta,Manualni,92,7
Peugeot,Rifter,100311,326700,Nafta,Manualni,75,5
Ford,Transit,75813,326700,Nafta,Manualni,88,6
Hyundai,I30,69138,328000,Nafta,Manualni,85,4
Skoda,Octavia,155804,328000,Benzin,Automaticka,110,7
Skoda,Octavia,154716,328000,Nafta,Automaticka,85,5
Seat,Ateca,162278,328000,Nafta,Manualni,85,7
Volkswagen,Golf,132689,328000,Nafta,Manualni,85,5
Volkswagen,Tiguan,132908,328000,Nafta,Manualni,130,11
Skoda,Octavia,179380,328000,Nafta,Manualni,110,7
Ford,Mondeo,169935,328000,Nafta,Automaticka,110,6
Opel,Crossland,54000,328000,Benzin,Manualni,81,3
Volkswagen,Golf,163291,328000,Benzin,Automaticka,110,6
Nissan,Qashqai,163653,328999,Nafta,Manualni,85,6
Opel,Astra,69302,329000,Nafta,Manualni,100,6
Volvo,Xc90,210687,329000,Nafta,Automaticka,147,14
Volvo,V60,248000,329000,Nafta,Automaticka,133,10
Land Rover,Range Rover Evoque,241320,329000,Nafta,Automaticka,140,10
Seat,Leon,75222,329000,Benzin,Manualni,110,9
Citroen,Grand C4 Spacetourer,148000,329000,Nafta,Automaticka,96,4
Mazda,3,114400,329000,Benzin,Manualni,88,8
Audi,A6,195292,329000,Benzin,Automaticka,150,12
Mazda,3,113374,329000,Benzin,Manualni,88,8
Ford,Focus,56300,329000,Benzin,Manualni,74,5
Ford,C Max,85541,329000,Benzin,Manualni,92,8
Peugeot,308,173883,329000,Nafta,Automaticka,96,4
Seat,Alhambra,158021,329000,Nafta,Manualni,103,11
Mazda,Cx 5,87900,329000,Benzin,Manualni,118,13
Jeep,Grand Cherokee,180000,329000,Nafta,Automaticka,177,13
Skoda,Octavia,146904,329000,Benzin,Automaticka,96,5
Nissan,Qashqai,98048,329000,Benzin,Manualni,103,6
Mazda,Cx 3,60250,329000,Benzin,Manualni,88,9
Volkswagen,Tiguan,150417,329000,Nafta,Manualni,110,10
Volvo,V40,127937,329000,Nafta,Manualni,110,9
Audi,A6,287000,329000,Nafta,Automaticka,180,13
Seat,Leon,182346,329000,Benzin,Automaticka,110,5
Hyundai,I20,50122,329000,Benzin,Manualni,73,4
Seat,Leon,103204,329000,Benzin,Automaticka,110,9
Mazda,2,31000,329000,Benzin,Manualni,55,6
Nissan,350 Z,72150,329000,Benzin,Manualni,221,19
Land Rover,Range Rover Sport,164252,329000,Nafta,Automaticka,188,13
Jeep,Grand Cherokee,186000,329000,Nafta,Automaticka,177,14
Renault,Espace,154111,329000,Nafta,Manualni,96,10
Hyundai,I30,100393,329000,Benzin,Automaticka,103,8
Renault,Master,160058,329200,Nafta,Manualni,107,8
Renault,Megane,100000,329500,Nafta,Manualni,85,5
Jeep,Compass,194311,329900,Nafta,Automaticka,103,6
Opel,Astra,81842,329900,Nafta,Automaticka,90,3
Citroen,C3 Aircross,48798,329900,Benzin,Manualni,81,4
Jeep,Renegade,158944,329900,Nafta,Automaticka,103,9
Opel,Grandland X,145562,329900,Nafta,Automaticka,88,8
Seat,Alhambra,226500,329900,Nafta,Automaticka,103,10
Land Rover,Discovery Sport,244000,329900,Nafta,Automaticka,140,10
Audi,A6 Allroad,339941,329900,Nafta,Automaticka,180,12
Volvo,Xc70,175600,329900,Nafta,Automaticka,155,14
Hyundai,I30,95000,329900,Nafta,Manualni,85,4
Volkswagen,Golf,162126,329990,Hybridni,Automaticka,110,8
Hyundai,I30,24716,329990,Benzin,Manualni,103,7
Hyundai,Tucson,124621,329990,Nafta,Manualni,85,9
Volkswagen,Golf,243286,329990,Nafta,Manualni,85,4
Hyundai,Kona,69781,329990,Benzin,Manualni,88,5
Mazda,6,196000,329999,Nafta,Automaticka,129,7
Audi,Q3,143500,329999,Benzin,Automaticka,155,13
Opel,Vivaro,193585,329999,Nafta,Manualni,85,10
Audi,A4,202615,329999,Nafta,Automaticka,130,10
Hyundai,Tucson,152063,330000,Nafta,Manualni,100,9
Renault,Talisman,133426,330000,Nafta,Automaticka,118,9
Ford,Focus,85878,330000,Nafta,Manualni,88,6
Jeep,Compass,115049,330000,Nafta,Manualni,88,7
Renault,Trafic,177150,330000,Nafta,Manualni,84,12
Skoda,Fabia,24478,330000,Benzin,Manualni,59,3
Citroen,C3,84038,330000,Benzin,Manualni,96,6
Peugeot,3008,87905,330000,Benzin,Manualni,96,7
Audi,A3,132732,330000,Nafta,Manualni,110,9
Nissan,Qashqai,61838,330000,Benzin,Automaticka,85,8
Peugeot,Rifter,96000,330000,Nafta,Manualni,56,6
Peugeot,Rifter,112424,330000,Benzin,Manualni,81,6
Nissan,Qashqai,90384,330000,Benzin,Manualni,85,9
Mazda,3,105000,330000,Benzin,Manualni,88,7
Skoda,Octavia,159535,330000,Nafta,Automaticka,110,8
Skoda,Octavia,177941,330000,Nafta,Manualni,110,8
Land Rover,Discovery,166074,330000,Nafta,Automaticka,110,8
Audi,A3,132732,330000,Nafta,Manualni,110,9
Hyundai,I30,48238,330000,Benzin,Manualni,81,4
Audi,A3,149313,330000,Nafta,Automaticka,135,11
Hyundai,Kona,76310,330000,Benzin,Manualni,88,6
Opel,Mokka,125068,330000,Nafta,Manualni,100,7
Hyundai,Kona,55833,330000,Benzin,Manualni,88,7
Renault,Clio,9135,330000,Benzin,Manualni,67,2
Land Rover,Range Rover Evoque,153347,330000,Nafta,Automaticka,110,10
Dodge,Grand Caravan,125000,330000,Benzin,Automaticka,208,10
Volkswagen,Tiguan,33736,330000,Benzin,Manualni,118,13
Mazda,6,173900,330000,Benzin,Manualni,121,10
Opel,Crossland,73992,330000,Benzin,Manualni,81,4
Renault,Kadjar,91709,330000,Benzin,Manualni,103,6
Seat,Leon,92883,330000,Benzin,Manualni,96,6
Audi,A3,149313,330000,Nafta,Automaticka,135,11
Nissan,Qashqai,92185,330000,Benzin,Manualni,120,9
Citroen,C3,41060,330000,Benzin,Automaticka,81,5
Opel,Insignia,158706,330000,Nafta,Automaticka,125,7
Seat,Leon,103319,330000,Benzin,Manualni,110,9
Mazda,Cx 3,80171,330000,Benzin,Manualni,88,8
Ford,C Max,166000,330000,Nafta,Manualni,110,8
Audi,Q7,122464,330000,Benzin,Automaticka,257,18
Nissan,Qashqai,92185,330000,Benzin,Manualni,120,9
Mazda,Cx 5,169919,330000,Benzin,Automaticka,118,13
Hyundai,I30,79851,330000,Benzin,Manualni,81,5
Hyundai,Santa,174859,330000,Nafta,Manualni,145,11
Nissan,Qashqai,21947,330000,Nafta,Manualni,81,8
Volkswagen,Passat,245475,330000,Nafta,Automaticka,140,8
Skoda,Scala,115966,330000,Nafta,Automaticka,85,6
Nissan,Qashqai,79548,330000,Benzin,Manualni,85,7
Renault,Kadjar,91709,330000,Benzin,Manualni,103,6
Hyundai,Tucson,181352,330000,Nafta,Manualni,85,10
Skoda,Octavia,168832,330000,Nafta,Manualni,85,5
Volkswagen,Caddy,222070,331000,Nafta,Manualni,75,6
Volkswagen,Caddy,172409,331600,Nafta,Manualni,75,6
Citroen,C3,50661,332000,Benzin,Manualni,81,3
Skoda,Octavia,128868,332000,Nafta,Automaticka,85,6
Ford,Transit,154240,332800,Nafta,Manualni,92,9
BMW,Z4,263475,333000,Benzin,Manualni,150,15
Seat,Leon,64500,333333,Benzin,Manualni,81,3
Skoda,Octavia,191373,334000,Nafta,Automaticka,135,9
Nissan,Leaf,134956,334000,Elektro,Automaticka,110,6
Seat,Leon,122400,334900,Benzin,Automaticka,110,9
BMW,Rada 5,265096,334990,Nafta,Automaticka,220,13
Citroen,Berlingo,149262,334990,Benzin,Manualni,81,6
Hyundai,I10,31,334990,Benzin,Manualni,46,0
Renault,Clio,24672,335000,Benzin,Manualni,67,3
Renault,Megane,33353,335000,Benzin,Manualni,103,5
Renault,Scenic,125862,335000,Nafta,Automaticka,118,7
Volkswagen,Passat,219060,335000,Nafta,Manualni,176,9
Audi,A4,190680,335000,Nafta,Automaticka,140,10
Hyundai,I30,106235,335000,Benzin,Manualni,81,4
Opel,Zafira,108382,335000,Benzin,Automaticka,125,8
Opel,Insignia,138153,335000,Nafta,Manualni,125,6
Seat,Leon,97632,335000,Benzin,Manualni,92,8
Volvo,Xc60,162000,335000,Nafta,Manualni,100,12
Audi,A3,115011,335000,Nafta,Automaticka,85,7
Opel,Grandland,60006,335000,Benzin,Manualni,96,7
Renault,Clio,24672,335000,Benzin,Manualni,67,3
Renault,Clio,26227,335000,Benzin,Manualni,67,3
Ford,Transit,92120,335000,Nafta,Manualni,103,13
Renault,Grand Scenic,92828,335000,Benzin,Manualni,103,6
Citroen,Grand,169982,335000,Nafta,Automaticka,96,6
Opel,Insignia,138153,335000,Nafta,Manualni,125,6
Renault,Clio,25094,335000,Benzin,Manualni,67,3
Skoda,Octavia,60032,335000,Nafta,Manualni,85,6
Ford,Focus,161000,335000,Nafta,Automaticka,88,3
Peugeot,308,27801,335000,Benzin,Automaticka,96,6
Renault,Clio,26227,335000,Benzin,Manualni,67,3
Volkswagen,Passat,151730,335000,Nafta,Manualni,110,9
Renault,Espace,163982,335000,Nafta,Automaticka,118,9
Jeep,Grand Cherokee,299255,335000,Benzin,Automaticka,259,14
Volvo,Xc60,214000,337000,Benzin,Automaticka,224,13
Audi,A7,198000,337000,Nafta,Automaticka,180,13
Nissan,Leaf,63428,337000,Elektro,Automaticka,110,6
Jeep,Cherokee,105220,337900,Nafta,Automaticka,136,9
BMW,Rada 3,185924,338000,Nafta,Automaticka,100,7
Volkswagen,Tiguan,204198,338000,Nafta,Manualni,130,10
Ford,Focus,145752,338000,Nafta,Automaticka,88,4
Opel,Grandland,111773,338000,Nafta,Manualni,88,7
BMW,Rada 4,153669,338000,Benzin,Automaticka,135,11
Ford,Tourneo,165784,338800,Nafta,Manualni,74,6
Land Rover,Discovery Sport,179000,338800,Nafta,Manualni,110,10
Citroen,Berlingo,145509,338800,Nafta,Manualni,75,6
Peugeot,Expert,151719,338800,Nafta,Manualni,88,5
Ford,Focus,146467,338900,Nafta,Automaticka,88,5
Seat,Leon,118150,338990,Benzin,Manualni,110,9
Opel,Insignia,134209,339000,Nafta,Manualni,125,6
Land Rover,Discovery Sport,86742,339000,Nafta,Manualni,110,9
Audi,Q5,158305,339000,Nafta,Automaticka,125,13
Audi,A6 Avant,187900,339000,Nafta,Automaticka,180,12
Skoda,Octavia,91039,339000,Benzin,Manualni,110,6
Audi,A4 Avant,235000,339000,Nafta,Automaticka,110,8
Volvo,V40,93995,339000,Nafta,Manualni,110,10
Kia,Cee D,71237,339000,Benzin,Manualni,88,3
Hyundai,Kona,36220,339000,Benzin,Manualni,88,4
Land Rover,Range Rover Evoque,190000,339000,Nafta,Automaticka,110,10
Kia,Cee D,70300,339000,Benzin,Manualni,150,7
Ford,Mondeo,153000,339000,Nafta,Automaticka,110,6
Citroen,Berlingo,78027,339000,Nafta,Manualni,75,6
BMW,X3,217723,339000,Nafta,Automaticka,140,8
Renault,Espace,116494,339000,Nafta,Automaticka,118,10
Nissan,Pathfinder,202000,339000,Nafta,Automaticka,170,14
Dodge,Durango,220000,339000,Benzin,Automaticka,221,13
Volvo,V40,85160,339000,Nafta,Automaticka,88,8
BMW,Rada 3,141780,339000,Nafta,Automaticka,100,6
Volkswagen,Passat,195797,339000,Nafta,Manualni,140,9
Peugeot,3008,174000,339000,Nafta,Manualni,96,6
Citroen,C3 Aircross,19398,339000,Benzin,Manualni,81,3
Volkswagen,Multivan,278662,339000,Nafta,Manualni,128,16
Citroen,Grand C4 Spacetourer,141000,339007,Nafta,Manualni,96,5
Mazda,6,130026,339800,Benzin,Automaticka,121,12
Seat,Arona,88000,339900,Benzin,Manualni,85,6
Hyundai,I10,25065,339900,Benzin,Automaticka,49,3
Hyundai,Tucson,97398,339900,Nafta,Manualni,85,9
Audi,A6 Avant,235000,339900,Nafta,Manualni,140,11
Kia,Picanto,7,339980,Benzin,Manualni,46,1
Nissan,Pathfinder,251898,339990,Nafta,Manualni,140,14
Hyundai,I30,25397,339990,Benzin,Manualni,88,3
Citroen,Jumpy,194000,339990,Nafta,Manualni,110,6
Mazda,Cx 5,63609,339999,Benzin,Automaticka,118,12
Kia,Cee D,32890,339999,Benzin,Manualni,73,3
Kia,Cee D,142869,339999,Nafta,Automaticka,100,6
Seat,Leon,93000,339999,Benzin,Manualni,96,5
BMW,X6,182398,339999,Nafta,Automaticka,180,15
Nissan,X Trail,179116,339999,Nafta,Manualni,130,8
BMW,Rada 5,96715,339999,Benzin,Automaticka,300,14
Volkswagen,Passat,181864,340000,Nafta,Manualni,140,9
Mazda,Cx 3,47180,340000,Benzin,Manualni,88,9
Porsche,Boxster,199565,340000,Benzin,Manualni,162,25
Hyundai,I30,46943,340000,Benzin,Manualni,103,6
Nissan,X Trail,104972,340000,Nafta,Automaticka,130,8
Volvo,Xc90,218558,340000,Nafta,Automaticka,147,14
Volkswagen,Tiguan,71913,340000,Nafta,Manualni,103,12
Land Rover,Discovery,172500,340000,Nafta,Automaticka,110,9
Volvo,Xc60,191000,340000,Nafta,Manualni,140,9
Seat,Alhambra,165898,340000,Nafta,Manualni,130,11
Hyundai,Bayon,25000,340000,Benzin,Manualni,74,3
Kia,Sportage,175087,340000,Nafta,Manualni,136,7
Skoda,Octavia,100500,340000,Nafta,Automaticka,85,7
Renault,Talisman,116603,340000,Nafta,Automaticka,118,9
BMW,X1,228144,340000,Nafta,Automaticka,140,9
Opel,Crossland X,59952,340000,Benzin,Manualni,81,5
Renault,Clio,28600,340000,Benzin,Manualni,67,2
Renault,Trafic,90365,340000,Nafta,Manualni,88,6
Mazda,Cx 3,41118,340000,Benzin,Manualni,89,7
Ford,Mondeo,119586,340000,Nafta,Automaticka,132,10
Audi,A4,188633,340000,Nafta,Automaticka,140,10
Opel,Insignia,151169,340000,Nafta,Automaticka,125,6
Kia,Sportage,175087,340000,Nafta,Manualni,136,7
Citroen,Grand C4 Spacetourer,111881,340000,Nafta,Automaticka,96,5
Audi,A6,179714,340000,Nafta,Automaticka,180,13
Peugeot,3008,98500,340000,Benzin,Manualni,96,8
Hyundai,I30,58349,340000,Benzin,Manualni,88,3
Kia,Stonic,24155,340000,Benzin,Manualni,62,2
Audi,A4,188633,340000,Nafta,Automaticka,140,10
Nissan,X Trail,193783,340000,Nafta,Automaticka,130,8
Opel,Insignia,151169,340000,Nafta,Automaticka,125,6
Hyundai,I30,22074,340000,Benzin,Manualni,81,4
Audi,A6,210190,340000,Nafta,Automaticka,180,12
Renault,Clio,28600,340000,Benzin,Manualni,67,2
Renault,Trafic,133687,340100,Nafta,Manualni,88,6
Ford,Transit,166641,340100,Nafta,Manualni,79,6
Volkswagen,Caddy,173190,341300,Benzin,Manualni,81,8
Audi,A6,216734,342000,Nafta,Manualni,120,11
Ford,Focus,138103,343000,Nafta,Automaticka,110,6
Renault,Talisman,64456,343000,Benzin,Automaticka,110,9
Seat,Leon,123000,344000,Benzin,Manualni,110,8
Citroen,Grand C4 Spacetourer,137816,344000,Nafta,Automaticka,96,5
Citroen,C3,1000,344000,Benzin,Manualni,75,1
Kia,Cee D,69900,344000,Benzin,Manualni,118,4
Seat,Ateca,207137,344000,Benzin,Manualni,85,7
Ford,Transit,159058,344900,Nafta,Manualni,125,8
Renault,Megane,62110,344900,Nafta,Manualni,85,4
Renault,Trafic,113269,344900,Nafta,Manualni,88,6
Citroen,Berlingo,75705,345000,Benzin,Manualni,81,6
Volvo,V70,165000,345000,Nafta,Automaticka,158,11
Volkswagen,Tiguan,75736,345000,Benzin,Manualni,92,10
Audi,A3,131044,345000,Benzin,Automaticka,110,10
Hyundai,I30,29574,345000,Benzin,Manualni,81,3
Peugeot,3008,54847,345000,Benzin,Automaticka,96,6
Volvo,Xc60,159705,345000,Nafta,Automaticka,158,13
Audi,A3,131044,345000,Benzin,Automaticka,110,10
Volvo,C70,185000,345000,Benzin,Automaticka,169,14
Nissan,Qashqai,135000,345000,Nafta,Automaticka,96,9
Land Rover,Range Rover Evoque,127602,345000,Benzin,Automaticka,177,14
Opel,Mokka,45216,345000,Nafta,Manualni,100,6
Ford,Mondeo,129886,345000,Nafta,Manualni,110,6
Opel,Corsa,33252,345000,Benzin,Automaticka,74,4
Hyundai,I30,29574,345000,Benzin,Manualni,81,3
Land Rover,Range Rover Evoque,127748,345000,Nafta,Automaticka,110,11
Ford,Mondeo,129886,345000,Nafta,Manualni,110,6
Hyundai,Tucson,145627,345000,Nafta,Automaticka,104,9
Hyundai,I30,16050,345000,Benzin,Manualni,81,2
Kia,Niro,133800,345000,Benzin,Automaticka,104,6
Skoda,Superb,162107,345000,Nafta,Automaticka,110,8
Audi,A3,171215,346000,Nafta,Manualni,110,9
Renault,Captur,151230,346000,Nafta,Automaticka,66,7
Skoda,Octavia,203587,346000,Nafta,Automaticka,110,6
Opel,Astra,107191,347000,Nafta,Automaticka,90,5
Opel,Astra,107191,347000,Nafta,Automaticka,90,5
Audi,A4,66489,347000,Nafta,Manualni,110,12
Citroen,Berlingo,77000,347900,Nafta,Manualni,75,6
Kia,Sportage,106351,348000,Nafta,Manualni,85,8
Peugeot,Boxer,172000,348000,Nafta,Manualni,88,14
Kia,Sportage,106351,348000,Nafta,Manualni,85,8
Hyundai,I30,34947,348000,Benzin,Manualni,88,4
Peugeot,508,149374,348000,Nafta,Automaticka,96,5
Audi,A5,182958,348000,Nafta,Automaticka,180,12
Kia,Sportage,108722,348000,Benzin,Manualni,97,7
Citroen,Jumpy,161000,348000,Nafta,Manualni,110,6
Skoda,Octavia,158894,348000,Nafta,Automaticka,110,6
Renault,Kadjar,118000,348000,Nafta,Manualni,96,6
Renault,Talisman,124987,348800,Nafta,Manualni,110,5
Ford,Focus,101767,348900,Nafta,Automaticka,88,5
Seat,Alhambra,164400,348990,Nafta,Manualni,103,12
Ford,Focus,128000,349000,Nafta,Manualni,110,5
Ford,Focus,173000,349000,Nafta,Manualni,140,5
